State,Area Name,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
MN,Lac qui Parle County,294.0,1848.0,1813.0,954.0,5.988999796292524,37.64514157669587,36.93216541047056,19.43369321654105,545.0,8.6,4967.0,396.0,7.4,63741.0,84.43746771052736
MN,Lake County,536.0,2553.0,2929.0,2117.0,6.588813767670559,31.38291333743086,36.00491702519976,26.02335586969883,841.0,8.0,2295.0,154.0,6.3,57302.0,75.9077481487369
MN,Lake of the Woods County,68.0,929.0,1198.0,617.0,2.418207681365576,33.03698435277382,42.60312944523471,21.94167852062589,325.0,8.8,15077.0,1138.0,7.0,78559.0,104.06681768204639
MN,Le Sueur County,1023.0,6769.0,7193.0,4680.0,5.202135774218155,34.42156114924993,36.57767607424358,23.79862700228833,1895.0,6.7,3005.0,146.0,4.6,57252.0,75.84151333306839
MN,Lincoln County,248.0,1492.0,1407.0,837.0,6.224899598393574,37.44979919678715,35.31626506024097,21.00903614457831,474.0,8.7,13999.0,668.0,4.6,63255.0,83.79366530222946
MN,Lyon County,1126.0,4725.0,5943.0,4332.0,6.982512712389929,29.30050849559717,36.85352846335111,26.86345032866179,2152.0,8.8,18289.0,1140.0,5.9,76095.0,100.80276596590232
MN,McLeod County,1575.0,8615.0,10289.0,4895.0,6.207141168124853,33.95207692914006,40.5493812564042,19.29140064633089,2034.0,5.8,1925.0,295.0,13.3,48951.0,64.8452092357827
MN,Mahnomen County,444.0,1198.0,1211.0,424.0,13.54897772352762,36.55782728104974,36.95453158376564,12.938663411657,824.0,15.3,5115.0,374.0,6.8,62240.0,82.44909854415874
MN,Marshall County,517.0,2463.0,2121.0,1217.0,8.182969294080406,38.98385565052232,33.5707502374169,19.26242481798037,729.0,7.9,9546.0,553.0,5.5,58578.0,77.59806064459723
MN,Martin County,954.0,5053.0,5197.0,3080.0,6.678801456174741,35.37524502940353,36.38336600392047,21.56258751050126,1898.0,9.9,12642.0,730.0,5.5,66861.0,88.57052020824227
MN,Meeker County,964.0,5642.0,6117.0,3094.0,6.09470822532718,35.67048112790036,38.67357906050452,19.56123158626794,1429.0,6.2,11833.0,1136.0,8.8,55547.0,73.58290611877227
MN,Mille Lacs County,1771.0,6513.0,7019.0,2936.0,9.709962168978564,35.70919458303635,38.4834694884588,16.09737375952629,2361.0,9.2,16780.0,1263.0,7.0,62618.0,82.94983375061267
MN,Morrison County,1903.0,9082.0,8356.0,4206.0,8.081708922580372,38.56966917229371,35.48647386078906,17.86214804433686,3212.0,9.8,19879.0,1077.0,5.1,61565.0,81.5549285326339
MN,Mower County,2838.0,8689.0,8896.0,6326.0,10.60974242027739,32.48345732550749,33.25731803058058,23.64948222363453,3457.0,8.7,4624.0,257.0,5.3,63414.0,84.00429201605532
MN,Murray County,578.0,2116.0,1909.0,1243.0,9.887102292165583,36.19568936024633,32.65480670543962,21.26240164214848,612.0,7.6,19912.0,1032.0,4.9,75827.0,100.4477473539191
MN,Nicollet County,1118.0,5412.0,7876.0,7830.0,5.027882712718115,24.33890987587696,35.42003957546321,35.21316783594172,2315.0,7.2,11159.0,506.0,4.3,63011.0,83.47043940176715
MN,Nobles County,2964.0,4355.0,4347.0,2328.0,21.18050593111333,31.12048020580249,31.06331284836358,16.6357010147206,1981.0,9.4,3113.0,217.0,6.5,50573.0,66.9938666560691
MN,Norman County,351.0,1561.0,1586.0,979.0,7.840071476435114,34.86709850346214,35.42550815278089,21.86732186732187,647.0,10.5,86794.0,5061.0,5.5,82683.0,109.52986527838493
MN,Olmsted County,5482.0,21345.0,30691.0,51314.0,5.037121434872097,19.61279770655689,28.20034548662158,47.14973537194943,10052.0,6.4,29957.0,1778.0,5.6,67329.0,89.19047808289949
MN,Otter Tail County,3134.0,11588.0,16378.0,11405.0,7.373250205858134,27.26267497941419,38.53193741912716,26.83213739560052,4503.0,7.8,8175.0,557.0,6.4,64240.0,85.09849117089907
MN,Pennington County,477.0,3026.0,4235.0,1895.0,4.95172843350981,31.41285165576664,43.96345894321603,19.67196096750753,1104.0,8.2,13379.0,1310.0,8.9,58733.0,77.8033885731696
MN,Pine County,1869.0,8854.0,7424.0,3274.0,8.725082862611456,41.33327108911816,34.65757901125065,15.28406703701975,2842.0,10.2,4513.0,198.0,4.2,58662.0,77.70933513492032
MN,Pipestone County,528.0,2270.0,2179.0,1275.0,8.445297504798464,36.30838131797825,34.85284708893154,20.39347408829175,823.0,9.2,15434.0,956.0,5.8,60068.0,79.57185815151875
MN,Polk County,1521.0,6329.0,7537.0,5692.0,7.215712320318801,30.02514350775654,35.75596565301959,27.00317851890507,3153.0,10.6,6280.0,302.0,4.6,64306.0,85.1859211275815
MN,Pope County,444.0,2503.0,3404.0,1814.0,5.437844458052663,30.65523576240049,41.69014084507042,22.21677893447643,877.0,7.9,269924.0,20545.0,7.1,66123.0,87.59289432897508
MN,Ramsey County,33267.0,74670.0,98417.0,161410.0,9.045746728880477,20.30378177309361,26.7609118891463,43.88955960887961,66975.0,12.6,2094.0,150.0,6.7,68683.0,90.98411689120269
MN,Red Lake County,151.0,980.0,1125.0,485.0,5.508938343670193,35.75337468077344,41.04341481211237,17.694272163444,331.0,8.3,7369.0,442.0,5.7,61316.0,81.22507915060473
MN,Redwood County,741.0,3916.0,3768.0,1992.0,7.113372372084094,37.59239704329461,36.17164250743976,19.12258807718153,1266.0,8.6,8034.0,506.0,5.9,56296.0,74.57510365748652
MN,Renville County,969.0,3732.0,3928.0,1643.0,9.43341121495327,36.33177570093459,38.2398753894081,15.99493769470405,1213.0,8.6,35481.0,2040.0,5.4,74301.0,98.42626077971624
MN,Rice County,3273.0,14018.0,12952.0,12314.0,7.690861667880725,32.93935192800244,30.43447611438776,28.93531028972907,5051.0,8.4,5679.0,185.0,3.2,64588.0,85.55948548795189
MN,Rock County,366.0,2056.0,2402.0,1672.0,5.634236453201971,31.65024630541872,36.97660098522167,25.73891625615763,742.0,8.2,7504.0,470.0,5.9,61775.0,81.83311475844162
MN,Roseau County,689.0,3788.0,3882.0,2091.0,6.593301435406699,36.2488038277512,37.14832535885167,20.00956937799043,1087.0,7.3,94186.0,7480.0,7.4,57972.0,76.79529467869492
MN,St. Louis County,7360.0,34695.0,52182.0,42732.0,5.373478670356066,25.33054924837007,38.09767173594025,31.19830034533362,19339.0,10.1,80122.0,5103.0,6.0,99924.0,132.36895441719986
MN,Scott County,4921.0,19853.0,31214.0,40994.0,5.074137468808645,20.47080901610608,32.18535398321337,42.26969953187189,6383.0,4.3,50229.0,3341.0,6.2,92673.0,122.76358144895283
MN,Sherburne County,3615.0,17393.0,25878.0,16349.0,5.716770775678026,27.50533723412667,40.923539179252,25.8543528109433,4279.0,4.4,7869.0,482.0,5.8,61225.0,81.10453178608805
MN,Sibley County,763.0,3960.0,3879.0,1762.0,7.362022385179467,38.20918564260904,37.42763411810112,17.00115785411038,1154.0,7.9,86347.0,5377.0,5.9,66317.0,87.84988541376889
MN,Stearns County,7563.0,26506.0,35529.0,28006.0,7.748657841891726,27.1566739068071,36.40117208311135,28.69349616818983,16574.0,10.6,19505.0,1153.0,5.6,70532.0,93.43348037462412
MN,Steele County,2101.0,7511.0,8530.0,7034.0,8.34524944391484,29.83396885923101,33.88147442008262,27.93930727677153,2622.0,7.3,5283.0,183.0,3.3,68234.0,90.38932824649949
MN,Stevens County,378.0,1853.0,1922.0,1638.0,6.527370056984977,31.99792781902953,33.18943187705059,28.2852702469349,808.0,9.1,4612.0,294.0,6.0,59165.0,78.3756573805455
MN,Swift County,610.0,2266.0,2523.0,1426.0,8.937728937728938,33.2014652014652,36.96703296703296,20.89377289377289,854.0,9.5,13110.0,765.0,5.5,52842.0,69.999602591106
MN,Todd County,2123.0,6865.0,5855.0,2529.0,12.22081510476629,39.51761455215289,33.7036610637808,14.55790927930002,2974.0,12.2,1684.0,81.0,4.6,56085.0,74.29559273536542
MN,Traverse County,154.0,853.0,993.0,349.0,6.555981268624947,36.31332481907194,42.27330779054917,14.85738612175394,361.0,11.6,11820.0,686.0,5.5,74348.0,98.48852150644464
MN,Wabasha County,860.0,4989.0,5428.0,4124.0,5.584052983572495,32.39400038958509,35.24446464515291,26.7774819816895,1312.0,6.1,5571.0,483.0,8.0,46968.0,62.21833644636967
MN,Wadena County,871.0,3236.0,3669.0,1559.0,9.33047670058918,34.66523835029459,39.30369576861275,16.70058918050348,1501.0,11.2,8599.0,590.0,6.4,66523.0,88.12277285432314
MN,Waseca County,945.0,4572.0,4683.0,2956.0,7.1830343569474,34.75220431742171,35.59592581331712,22.46883551231377,1337.0,7.6,137581.0,8361.0,5.7,101409.0,134.33612844255453
MN,Washington County,6702.0,34884.0,53121.0,84393.0,3.742043551088777,19.47738693467337,29.65996649916248,47.12060301507538,11461.0,4.4,6376.0,321.0,4.8,60656.0,80.35077958378042
MN,Watonwan County,972.0,2748.0,2435.0,1426.0,12.82152750296795,36.24851602690938,32.11977311700304,18.81018335311964,1032.0,9.7,3337.0,148.0,4.2,65769.0,87.12395183404205
MN,Wilkin County,266.0,1549.0,1691.0,1010.0,5.890168290522587,34.30026572187777,37.44464127546501,22.36492471213463,496.0,8.3,26971.0,1439.0,5.1,65302.0,86.50531865569818
MN,Winona County,2057.0,7965.0,11087.0,9861.0,6.641911527284469,25.7184371972877,35.79916047788182,31.84049079754601,5125.0,11.0,72766.0,4393.0,5.7,85855.0,113.73180198439508
MN,Wright County,4947.0,26034.0,30824.0,28900.0,5.453944104514635,28.70183562096907,33.98269114161292,31.86152913290336,6393.0,4.6,5084.0,251.0,4.7,62290.0,82.51533335982725
MN,Yellow Medicine County,515.0,2227.0,2722.0,1212.0,7.714200119832235,33.35829838226483,40.77291791491911,18.15458358298382,807.0,8.6,9310.0,1119.0,10.7,36519.0,77.09635196757304
MS,Adams County,4260.0,7089.0,5854.0,3758.0,20.3234578502934,33.81995133819951,27.92805686751586,17.92853394399122,7589.0,27.2,14189.0,928.0,6.1,46368.0,97.88887012328999
MS,Alcorn County,4606.0,7596.0,7229.0,4804.0,19.00557045595214,31.34309882401485,29.82876005776769,19.82257066226532,6127.0,17.0,4016.0,359.0,8.2,42649.0,90.03757811180544
MS,Amite County,1358.0,4019.0,2936.0,986.0,14.6037208301968,43.21970104312292,31.57328745026347,10.60329067641682,2611.0,21.7,6280.0,560.0,8.2,40985.0,86.52465799695997
MS,Attala County,2264.0,4175.0,4014.0,1576.0,18.82118214315404,34.70778950868733,33.3693573863164,13.10167096184222,3309.0,18.8,2748.0,243.0,8.1,38972.0,82.27495355514272
MS,Benton County,1417.0,1762.0,1840.0,514.0,25.60997650460871,31.84529188505332,33.25501536237122,9.289716247966744,1635.0,19.8,10386.0,964.0,8.5,36034.0,76.0724539773687
MS,Bolivar County,3998.0,5030.0,6164.0,5190.0,19.61534687469336,24.67863801393386,30.24237071926209,25.46364439211068,8059.0,28.1,5077.0,437.0,7.9,42107.0,88.89334571862861
MS,Calhoun County,1991.0,3188.0,2879.0,1139.0,21.64836359682505,34.66347722083288,31.30368598456018,12.38447319778188,2401.0,17.1,3134.0,257.0,7.6,46814.0,98.83043404830265
MS,Carroll County,1424.0,2539.0,2331.0,1084.0,19.30062347519653,34.41312008674438,31.59392789373814,14.69232854432095,1457.0,15.6,6140.0,727.0,10.6,40471.0,85.43953724033102
MS,Chickasaw County,2671.0,4039.0,3259.0,1423.0,23.44627808988764,35.45470505617978,28.60779494382022,12.49122191011236,4068.0,24.8,3324.0,221.0,6.2,43449.0,91.72648201317345
MS,Choctaw County,1066.0,2201.0,1486.0,1084.0,18.26280623608018,37.70772657186911,25.45828336474216,18.57118382730855,1490.0,18.7,2630.0,432.0,14.1,34551.0,72.94164837020773
MS,Claiborne County,931.0,1495.0,1561.0,1077.0,18.38467614533965,29.5221169036335,30.82543443917852,21.26777251184834,2589.0,34.1,5230.0,471.0,8.3,38314.0,80.88583009626753
MS,Clarke County,1613.0,4066.0,3856.0,1345.0,14.82536764705882,37.37132352941177,35.44117647058824,12.36213235294118,2914.0,19.2,6925.0,892.0,11.4,36536.0,77.1322411754771
MS,Clay County,2136.0,4375.0,3852.0,2538.0,16.55685605766995,33.91209983722192,29.85815053096659,19.67289357414154,4081.0,21.5,7255.0,1007.0,12.2,30047.0,63.43311940550582
MS,Coahoma County,2584.0,3415.0,5222.0,2532.0,18.78862793572312,24.83094597542354,37.96989747691413,18.41052861193921,8260.0,39.6,9782.0,862.0,8.1,41476.0,87.56122276642459
MS,Copiah County,3023.0,6050.0,6185.0,3392.0,16.20911528150134,32.43967828418231,33.16353887399464,18.18766756032172,6110.0,22.5,7670.0,555.0,6.7,42221.0,89.13401452457356
MS,Covington County,1923.0,3876.0,4453.0,1918.0,15.80115036976171,31.84880854560394,36.58997534921939,15.76006573541495,3693.0,20.3,85724.0,5365.0,5.9,66532.0,140.45769295727072
MS,DeSoto County,10708.0,35150.0,43037.0,31380.0,8.902930783620869,29.22469341093328,35.78216586988152,26.09020993556433,17653.0,9.5,29866.0,2563.0,7.9,42082.0,88.84056747171087
MS,Forrest County,5338.0,12421.0,16723.0,14043.0,11.00051519835137,25.59711488923235,34.46264811952602,28.93972179289026,17991.0,24.9,2487.0,220.0,8.1,41548.0,87.71322411754771
MS,Franklin County,875.0,1623.0,2012.0,851.0,16.32158179444134,30.27420257414661,37.53031150904682,15.87390412236523,1616.0,21.4,8063.0,789.0,8.9,49995.0,105.54593818611721
MS,George County,2416.0,5486.0,5839.0,2172.0,15.18255514359329,34.47495758185132,36.69326965374222,13.64921762081317,4224.0,17.8,3843.0,404.0,9.5,46493.0,98.15276135787873
MS,Greene County,2222.0,3492.0,3067.0,1067.0,22.5629569455727,35.45897644191714,31.1433793663688,10.83468724614135,2325.0,21.4,8506.0,645.0,7.0,42577.0,89.88557676068231
MS,Grenada County,2679.0,4521.0,4678.0,3047.0,17.94974874371859,30.29145728643216,31.34338358458961,20.41541038525963,4351.0,21.4,17037.0,1529.0,8.2,55710.0,117.61104543151495
MS,Hancock County,3677.0,9823.0,11654.0,7987.0,11.09501825533327,29.64002293231948,35.16490148154853,24.10005733079871,7428.0,15.6,78493.0,7992.0,9.2,47505.0,100.28922479310927
MS,Harrison County,15165.0,39204.0,50036.0,33822.0,10.97108379694271,28.3620421480608,36.19842722478243,24.46844683021407,34186.0,16.8,92650.0,9382.0,9.2,44671.0,94.30628272251309
MS,Hinds County,17846.0,34347.0,51547.0,46316.0,11.89289331982726,22.88945460361465,34.35184197899451,30.86581009756358,56977.0,25.9,4576.0,864.0,15.9,30003.0,63.340229690930585
MS,Holmes County,2453.0,3874.0,3229.0,1385.0,22.42025409011973,35.40809798007495,29.51284160497212,12.6588063248332,5458.0,34.5,1866.0,315.0,14.4,30474.0,64.334571862861
MS,Humphreys County,1227.0,1541.0,1470.0,939.0,23.70098512652115,29.76627390380529,28.39482325671238,18.13791771296117,2567.0,33.3,298.0,28.0,8.6,32675.0,68.98116872149974
MS,Issaquena County,380.0,357.0,160.0,42.0,40.46858359957402,38.01916932907348,17.03940362087327,4.472843450479233,407.0,43.3,9461.0,693.0,6.8,48097.0,101.5390136801216
MS,Itawamba County,2646.0,5644.0,5430.0,2364.0,16.4511315593136,35.09077343944293,33.76025864212883,14.69783635911465,3093.0,13.9,52314.0,5379.0,9.3,55831.0,117.86649214659685
MS,Jackson County,11074.0,27711.0,36820.0,22530.0,11.28445508737963,28.23763183369848,37.51974321088296,22.95816986803893,19105.0,13.4,5449.0,523.0,8.8,42806.0,90.3690255024489
MS,Jasper County,1469.0,4765.0,3332.0,1680.0,13.06242219455807,42.37062066512538,29.6283122888138,14.93864485150275,3128.0,19.3,1605.0,352.0,18.0,32683.0,68.99805776051343
MS,Jefferson County,1052.0,1613.0,1338.0,882.0,21.5353121801433,33.01944728761515,27.3899692937564,18.05527123848516,2035.0,30.8,3573.0,371.0,9.4,35567.0,75.08655632494511
MS,Jefferson Davis County,1250.0,3247.0,2397.0,1110.0,15.61719140429785,40.5672163918041,29.94752623688156,13.86806596701649,2713.0,25.2,23412.0,1748.0,6.9,49115.0,103.68814389461241
MS,Jones County,6182.0,14147.0,14905.0,9073.0,13.95264856568939,31.92949195386733,33.64028257385966,20.47757690658361,12434.0,18.8,3000.0,311.0,9.4,37305.0,78.75570005066712
MS,Kemper County,1098.0,2129.0,1900.0,835.0,18.41663871184166,35.70949345857095,31.86850050318685,14.00536732640054,2189.0,25.2,24724.0,1564.0,5.9,55786.0,117.77149130214491
MS,Lafayette County,2868.0,6542.0,8504.0,14645.0,8.808624343499494,20.09275469148315,26.11873829048804,44.97988267452931,8771.0,17.6,28592.0,1791.0,5.9,62527.0,132.0026178010471
MS,Lamar County,4441.0,10907.0,13348.0,13990.0,10.40387949210514,25.55170313451717,31.2702056880476,32.77421168533009,8012.0,12.6,27065.0,2150.0,7.4,44821.0,94.6229522040196
MS,Lauderdale County,7684.0,13382.0,18517.0,10313.0,15.40003206669873,26.81978515311848,37.11119127785795,20.66899150232484,15725.0,22.5,4212.0,392.0,8.5,36272.0,76.57490288802568
MS,Lawrence County,1490.0,3137.0,2304.0,1219.0,18.28220858895705,38.49079754601227,28.26993865030675,14.95705521472393,2369.0,19.1,7319.0,611.0,7.7,43614.0,92.0748184428306
MS,Leake County,2661.0,4995.0,4104.0,2311.0,18.91123587520432,35.49854310283562,29.16637054935683,16.42385047260323,4407.0,21.0,37573.0,3247.0,8.0,57936.0,122.31042053707144
MS,Lee County,7632.0,14408.0,17779.0,15682.0,13.75110358371921,25.95989261454748,32.0336570512243,28.255346750509,11194.0,13.3,8741.0,1019.0,10.4,34818.0,73.50532004728932
MS,Leflore County,3090.0,6396.0,4888.0,3322.0,17.46157323688969,36.14376130198915,27.62206148282097,18.77260397830018,6738.0,25.3,13256.0,1032.0,7.2,44695.0,94.35694983955413
MS,Lincoln County,3477.0,8994.0,7513.0,3860.0,14.58228485153498,37.72018117765475,31.50897500419393,16.18855896661634,6229.0,18.7,22625.0,2015.0,8.2,47860.0,101.03867589934133
MS,Lowndes County,5033.0,12887.0,11366.0,9834.0,12.86554192229039,32.9422290388548,29.05419222903885,25.13803680981595,9367.0,16.5,48986.0,3340.0,6.4,67151.0,141.7644823509542
MS,Madison County,5610.0,12197.0,18039.0,36177.0,7.789178456881829,16.93486802826875,25.04616580814462,50.2297877067048,13273.0,12.6,9293.0,695.0,7.0,38727.0,81.75772673534875
MS,Marion County,2749.0,6286.0,5874.0,1899.0,16.35530699666825,37.3988576868158,34.94764397905759,11.29819133745835,4532.0,19.2,12929.0,1035.0,7.4,46117.0,97.35897652423577
MS,Marshall County,4531.0,9044.0,7080.0,3048.0,19.11572374804877,38.15550774163608,29.86963675484116,12.85913175547399,7581.0,22.7,14118.0,1346.0,8.7,49114.0,103.68603276473569
MS,Monroe County,4004.0,9277.0,6679.0,4004.0,16.70839592722417,38.71223501919546,27.8709731263562,16.70839592722417,6052.0,17.5,3556.0,304.0,7.9,40300.0,85.07853403141361
MS,Montgomery County,1545.0,1886.0,2234.0,1256.0,22.3233636757694,27.25039734142465,32.27857246062707,18.14766652217888,2017.0,21.2,9313.0,933.0,9.1,49215.0,103.89925688228341
MS,Neshoba County,3461.0,6029.0,6461.0,2376.0,18.88470562557974,32.89681890107492,35.25399683527037,12.96447863807497,5395.0,18.9,7324.0,616.0,7.8,49925.0,105.3981590947475
MS,Newton County,2213.0,4703.0,4984.0,2043.0,15.87176360897942,33.73018719070501,35.74553539410456,14.652513806211,3302.0,16.3,3365.0,411.0,10.9,35880.0,75.74733997635535
MS,Noxubee County,1546.0,2659.0,1755.0,827.0,22.77884190363931,39.17783998821276,25.85825843524385,12.18505967290408,2628.0,26.2,20156.0,1643.0,7.5,44234.0,93.38371896639082
MS,Oktibbeha County,2458.0,5696.0,6858.0,11828.0,9.157973174366617,21.2220566318927,25.55141579731744,44.06855439642325,10550.0,23.5,11350.0,1204.0,9.6,41060.0,86.68299273771322
MS,Panola County,4404.0,7026.0,7230.0,3533.0,19.84409498490515,31.65863109989636,32.57783985941513,15.91943405578336,7037.0,21.0,21303.0,1623.0,7.1,50611.0,106.84639419017057
MS,Pearl River County,5427.0,13534.0,13836.0,5555.0,14.15050062578223,35.28890279516062,36.07634543178973,14.48425114726742,8624.0,15.8,3777.0,355.0,8.6,47073.0,99.37721668637055
MS,Perry County,1221.0,3523.0,2457.0,769.0,15.31994981179423,44.20326223337516,30.82810539523212,9.648682559598495,2128.0,18.1,13142.0,1262.0,8.8,37054.0,78.2258064516129
MS,Pike County,4335.0,9673.0,7785.0,4245.0,16.64874414317536,37.14955065673247,29.89860972424918,16.303095475843,10068.0,26.5,13723.0,1120.0,7.5,53272.0,112.46411079209592
MS,Pontotoc County,4325.0,5834.0,6749.0,3512.0,21.18021547502449,28.57002938295788,33.05093046033301,17.19882468168462,4113.0,12.8,10290.0,748.0,6.8,44543.0,94.0360580982942
MS,Prentiss County,2738.0,5662.0,5677.0,2834.0,16.19064514221512,33.48116610490213,33.56986576784342,16.75832298503932,3995.0,16.5,2082.0,247.0,10.6,31077.0,65.60758317851713
MS,Quitman County,1094.0,1472.0,1257.0,484.0,25.40051079637799,34.17692129092175,29.18504759693522,11.23752031576503,1969.0,29.9,70439.0,3836.0,5.2,68583.0,144.787620334403
MS,Rankin County,11018.0,25766.0,37270.0,34022.0,10.19467781931234,23.84063066730819,34.48499204263666,31.47969947074281,14967.0,10.0,11718.0,715.0,5.8,42069.0,88.81312278331363
MS,Scott County,3979.0,6069.0,5704.0,2190.0,22.17701482554899,33.82566046148701,31.79132761119162,12.20599710177238,5077.0,18.3,1296.0,155.0,10.7,46163.0,97.45608849856443
MS,Sharkey County,546.0,1052.0,647.0,460.0,20.18484288354898,38.8909426987061,23.91866913123845,17.00554528650647,1237.0,30.3,9677.0,690.0,6.7,41988.0,88.64212126330013
MS,Simpson County,3662.0,5360.0,5918.0,2853.0,20.58112740965548,30.12420614848536,33.26027089304782,16.03439554881133,5532.0,21.2,6170.0,370.0,5.7,48968.0,103.37780780273602
MS,Smith County,1872.0,3759.0,2855.0,1477.0,18.78952122854562,37.72959951821741,28.65602730101375,14.82485195222323,2515.0,16.1,6331.0,509.0,7.4,51493.0,108.7084107414288
MS,Stone County,1895.0,4008.0,4457.0,1806.0,15.57619595594279,32.94427091895447,36.63488410323853,14.84464902186421,2963.0,17.4,6626.0,809.0,10.9,35149.0,74.20410403648032
MS,Sunflower County,4287.0,6072.0,4645.0,2874.0,23.97919230338964,33.96353059626357,25.98165342879517,16.07562367155163,7178.0,34.8,4716.0,373.0,7.3,35150.0,74.20621516635704
MS,Tallahatchie County,1976.0,3216.0,2724.0,1106.0,21.90201729106628,35.64619818222124,30.19286189315008,12.2589226335624,3583.0,32.0,11049.0,895.0,7.5,61751.0,130.36438101672013
MS,Tate County,2639.0,6129.0,6211.0,3489.0,14.28958197964046,33.18713450292397,33.63114576564869,18.89213775178688,3842.0,14.0,8552.0,630.0,6.9,45568.0,96.19996622192197
MS,Tippah County,3189.0,4683.0,4411.0,2135.0,22.11818560133167,32.48023304203079,30.59370231654876,14.80787904008878,3515.0,16.5,7714.0,532.0,6.5,48897.0,103.22791758148962
MS,Tishomingo County,2823.0,4481.0,4367.0,1714.0,21.09077325364214,33.47777362719462,32.62607396339185,12.80537915577139,2758.0,14.6,3775.0,657.0,14.8,36850.0,77.79513595676406
MS,Tunica County,1033.0,2604.0,1819.0,1021.0,15.94874170140497,40.20379805465493,28.08398950131233,15.76347074262776,2471.0,26.7,12960.0,972.0,7.0,50116.0,105.80138490119913
MS,Union County,4017.0,5646.0,5784.0,3039.0,21.72995780590717,30.54203180785459,31.28854268094775,16.43946770529049,3845.0,13.5,4510.0,406.0,8.3,30992.0,65.42813713899679
MS,Walthall County,1674.0,3492.0,2364.0,1654.0,18.22735191637631,38.02264808362369,25.7404181184669,18.0095818815331,3324.0,23.5,18206.0,1698.0,8.5,48283.0,101.93168383718967
MS,Warren County,3687.0,8715.0,10820.0,7430.0,12.02857888555396,28.43207621036148,35.29949106094219,24.23985384314237,8497.0,19.2,14481.0,1711.0,10.6,35344.0,74.61577436243878
MS,Washington County,5687.0,9452.0,8606.0,6168.0,19.01180088924548,31.59830174171765,28.77009995654063,20.61979741249624,11652.0,27.7,6752.0,629.0,8.5,36193.0,76.40812362776558
MS,Wayne County,2439.0,4624.0,3050.0,2694.0,19.04427266338721,36.10525493870539,23.81510111657687,21.03537128133052,4454.0,22.1,3559.0,278.0,7.2,51351.0,108.40863029893599
MS,Webster County,1015.0,2377.0,2089.0,1175.0,15.24939903846154,35.71213942307692,31.38521634615384,17.65324519230769,1501.0,15.7,2372.0,349.0,12.8,35394.0,74.72133085627428
MS,Wilkinson County,1186.0,2778.0,1538.0,855.0,18.65659902469719,43.6998584237848,24.19380210791254,13.44974044360547,2065.0,28.4,6642.0,615.0,8.5,44029.0,92.95093734166527
MS,Winston County,1775.0,4482.0,4176.0,1965.0,14.31682529440232,36.15099209549928,33.68285207291499,15.84933053718342,3784.0,21.8,4469.0,372.0,7.7,42532.0,89.79057591623037
MS,Yalobusha County,1327.0,4165.0,2488.0,1027.0,14.73298545575663,46.24181192405906,27.62295992006217,11.40224270012213,2495.0,21.2,8067.0,897.0,10.0,37367.0,78.88659010302314
MS,Yazoo County,4737.0,7128.0,5522.0,2323.0,24.03348554033485,36.16438356164384,28.01623541349569,11.78589548452562,6931.0,31.0,9536.0,510.0,5.1,49175.0,83.61388832211112
MO,Adair County,1109.0,4610.0,3457.0,4516.0,8.099620216184633,33.66929593923459,25.24832018697049,32.98276365761028,4026.0,17.9,9324.0,388.0,4.0,69387.0,117.98102428075903
MO,Andrew County,813.0,4713.0,3577.0,3414.0,6.495166573460094,37.65279220260446,28.57713509626907,27.27490612766638,1586.0,9.1,2606.0,109.0,4.0,53603.0,91.1429640209481
MO,Atchison County,387.0,1688.0,1009.0,803.0,9.956264471314638,43.42680730640597,25.95832261384101,20.65860560843839,600.0,12.0,9683.0,593.0,5.8,48258.0,82.05468271781268
MO,Audrain County,2220.0,7418.0,5172.0,2642.0,12.72060508824203,42.5051570020628,29.63557185422874,15.13866605546642,4132.0,17.8,14628.0,1014.0,6.5,47853.0,81.36604774535809
MO,Barry County,3629.0,10080.0,7028.0,3634.0,14.89064872184153,41.36063353986295,28.83755282918222,14.91116490911329,5675.0,16.0,4903.0,251.0,4.9,46353.0,78.81554784737808
MO,Barton County,990.0,3266.0,2209.0,1567.0,12.32569721115538,40.66235059760957,27.50249003984064,19.50946215139442,1898.0,16.6,7191.0,404.0,5.3,52140.0,88.65537645378494
MO,Bates County,1321.0,5329.0,2865.0,1547.0,11.94178267944314,48.17392876514192,25.89947568251673,13.98481287289821,2351.0,14.8,6687.0,525.0,7.3,44141.0,75.05441066449025
MO,Benton County,1953.0,6065.0,4814.0,2137.0,13.04696372503173,40.51706860845748,32.15979691362148,14.27617075288931,3260.0,16.8,5064.0,300.0,5.6,48198.0,81.95266272189349
MO,Bollinger County,1168.0,3699.0,1934.0,920.0,15.12757414842637,47.90830203341536,25.04856883823339,11.91555497992488,1955.0,16.3,91790.0,4062.0,4.2,62673.0,106.56498673740053
