State,Area Name,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
ID,Adams County,257.0,1280.0,1256.0,634.0,7.499270498978698,37.35045229063321,36.65013131018384,18.50014590020426,606.0,13.7,40211.0,2103.0,5.0,54538.0,87.11723080363561
ID,Bannock County,3696.0,14141.0,21286.0,15943.0,6.711945665201757,25.68009297933389,38.6554316638216,28.95252969164275,10592.0,12.2,2956.0,132.0,4.3,55689.0,88.95580084021533
ID,Bear Lake County,283.0,1541.0,1499.0,784.0,6.890674458242025,37.52130508887266,36.49866082298514,19.08935962990017,579.0,9.5,3843.0,321.0,7.7,53014.0,84.68284267527115
ID,Benewah County,957.0,2448.0,2111.0,1228.0,14.19039145907473,36.29893238434164,31.30189798339265,18.20877817319099,1167.0,12.5,22984.0,939.0,3.9,65658.0,104.87995782949699
ID,Bingham County,3067.0,9642.0,10400.0,5623.0,10.67450925797021,33.55840178198524,36.19657524711123,19.57051371293332,5207.0,11.1,11790.0,1010.0,7.9,76301.0,121.88074053959075
ID,Blaine County,1693.0,4095.0,3980.0,7204.0,9.975253358472779,24.12797548904077,23.45038887579543,42.44638227669102,1603.0,6.9,3353.0,294.0,8.1,55583.0,88.78647988115586
ID,Boise County,317.0,1841.0,2167.0,1664.0,5.293037234930707,30.73968943062281,36.18300217064618,27.7842711638003,919.0,11.5,19536.0,1638.0,7.7,55241.0,88.24018018305831
ID,Bonner County,2812.0,10541.0,12129.0,9228.0,8.101411696917316,30.36876980697206,34.9438202247191,26.58599827139153,5859.0,12.6,56095.0,2410.0,4.1,67294.0,107.4932511221507
ID,Bonneville County,5552.0,18759.0,26567.0,23172.0,7.49763673193788,25.33288318703579,35.87711006076975,31.29237002025658,11709.0,9.7,5186.0,352.0,6.4,52193.0,83.3714039263294
ID,Boundary County,963.0,3105.0,2809.0,1343.0,11.71532846715328,37.77372262773723,34.17274939172749,16.33819951338199,1758.0,14.0,1343.0,51.0,3.7,52081.0,83.19249876204016
ID,Butte County,205.0,611.0,806.0,279.0,10.78379800105208,32.140978432404,42.39873750657549,14.67648605996844,373.0,14.2,657.0,34.0,4.9,59409.0,94.89800808267974
ID,Camas County,147.0,190.0,213.0,168.0,20.47353760445682,26.46239554317549,29.66573816155989,23.3983286908078,94.0,8.3,100806.0,6384.0,6.0,57886.0,92.46521732185359
ID,Canyon County,19140.0,42714.0,50762.0,29420.0,13.47545692641302,30.07265763609226,35.73882677631023,20.71305866118449,24648.0,10.6,3972.0,151.0,3.7,63719.0,101.78266217273932
ID,Caribou County,460.0,1286.0,1873.0,843.0,10.30927835051546,28.82115643209323,41.97669206633797,18.89287315105334,556.0,7.9,11982.0,465.0,3.7,64591.0,103.17556666613422
ID,Cassia County,2281.0,4264.0,5272.0,2722.0,15.68883692138386,29.32801430634844,36.26109085906871,18.72205791319898,2425.0,10.1,363.0,15.0,4.0,52182.0,83.35383288340815
ID,Clark County,180.0,141.0,99.0,100.0,34.61538461538461,27.11538461538461,19.03846153846154,19.23076923076923,99.0,11.6,2787.0,257.0,8.4,45377.0,72.48374678529782
ID,Clearwater County,520.0,2409.0,2698.0,1242.0,7.570243121269471,35.07060707526568,39.27791527150968,18.08123453195516,1129.0,14.0,2125.0,114.0,5.1,53278.0,85.10454770538153
ID,Custer County,423.0,934.0,1004.0,895.0,12.99140049140049,28.68550368550369,30.83538083538084,27.48771498771499,538.0,12.7,11323.0,587.0,4.9,49450.0,78.98982476878105
ID,Elmore County,1923.0,5346.0,7128.0,3497.0,10.74661897842852,29.87593606795574,39.83458142394098,19.54286352967475,3132.0,11.7,6922.0,260.0,3.6,65396.0,104.4614475344632
ID,Franklin County,608.0,3917.0,2556.0,1301.0,7.253638749701742,46.73109043187783,30.49391553328561,15.52135528513481,1078.0,7.7,7625.0,297.0,3.7,58658.0,93.69838506141878
ID,Fremont County,1012.0,2520.0,3418.0,1878.0,11.46352514725872,28.5455369279565,38.71771635704576,21.27322156773901,1600.0,12.6,8010.0,509.0,6.0,60526.0,96.68226762295737
ID,Gem County,1603.0,4513.0,4224.0,2796.0,12.2031059683313,34.35596833130329,32.15590742996346,21.28501827040195,2036.0,11.0,7977.0,323.0,3.9,57728.0,92.21283325080267
ID,Gooding County,2261.0,3397.0,2714.0,1531.0,22.83146521256185,34.30273654448147,27.40583661516712,15.45996162778956,1747.0,11.2,6279.0,459.0,6.8,51201.0,81.7868153283389
ID,Idaho County,958.0,4034.0,4535.0,2682.0,7.846670488983537,33.04119911540667,37.14472929805881,21.96740109755099,2138.0,13.1,13703.0,498.0,3.5,66806.0,106.71373576346181
ID,Jefferson County,1437.0,4277.0,7384.0,4412.0,8.206739006282124,24.42604226156482,42.17018846373501,25.19703026841805,2586.0,8.5,11674.0,500.0,4.1,57342.0,91.59624938102007
ID,Jerome County,3493.0,4383.0,4861.0,2005.0,23.69420702754036,29.73137973137973,32.97381630714964,13.60059693393027,2990.0,12.3,76149.0,5790.0,7.1,66959.0,106.95813299682125
ID,Kootenai County,7584.0,31689.0,47011.0,31062.0,6.462938660031019,27.00475516847613,40.06186832103352,26.47043785045933,14595.0,8.6,18787.0,958.0,4.9,59834.0,95.57688928645592
ID,Latah County,803.0,4735.0,7387.0,10123.0,3.484033321763277,20.54408191600139,32.05050329746616,43.92138146476918,5840.0,15.3,3405.0,249.0,6.8,48908.0,78.12405156302414
ID,Lemhi County,607.0,1802.0,2314.0,1325.0,10.03637566137566,29.79497354497355,38.26058201058201,21.90806878306878,1222.0,15.3,1527.0,131.0,7.9,52255.0,83.47044071370382
ID,Lewis County,259.0,702.0,1132.0,489.0,10.03098373353989,27.18822618125484,43.84198295894655,18.93880712625871,492.0,12.9,2496.0,161.0,6.1,58806.0,93.93479545708672
ID,Lincoln County,623.0,1135.0,1187.0,393.0,18.66387058118634,34.00239664469743,35.56021569802277,11.77351707609347,602.0,11.4,21780.0,618.0,2.8,53727.0,85.82176573007683
ID,Madison County,958.0,3796.0,9149.0,7938.0,4.38624605100499,17.38015658623689,41.8891076415915,36.34448972116661,5659.0,14.3,11226.0,460.0,3.9,56022.0,89.48772423046819
ID,Minidoka County,2776.0,4581.0,4215.0,1720.0,20.88474270237737,34.46433945230213,31.71080349082155,12.94011435449895,2940.0,14.0,19861.0,1038.0,5.0,57839.0,92.39014104755363
ID,Nez Perce County,1995.0,8804.0,10960.0,7415.0,6.838280660862411,30.17755535751011,37.56769726468774,25.41646671693974,4597.0,11.6,2248.0,100.0,4.3,69357.0,110.78862035365718
ID,Oneida County,291.0,1051.0,934.0,660.0,9.911444141689374,35.79700272479564,31.81198910081744,22.47956403269755,431.0,9.7,5221.0,335.0,6.0,53910.0,86.11408398958517
ID,Owyhee County,1965.0,2423.0,2389.0,1039.0,25.14073694984647,31.00051177072671,30.56550665301945,13.29324462640737,1630.0,13.6,11362.0,650.0,5.4,60177.0,96.12478635209175
ID,Payette County,2282.0,5898.0,5243.0,3047.0,13.85549483910139,35.81056466302368,31.83363691560413,18.5003035822708,2824.0,11.5,3968.0,171.0,4.1,45404.0,72.52687570883185
ID,Power County,1006.0,1581.0,1633.0,676.0,20.54738562091503,32.29166666666667,33.35375816993464,13.80718954248366,942.0,12.4,4963.0,510.0,9.3,44336.0,70.82088717793077
ID,Shoshone County,1107.0,3530.0,3833.0,1076.0,11.59648020113136,36.9788393044207,40.15294364131574,11.2717368531322,1832.0,14.4,6316.0,385.0,5.7,74935.0,119.6987364822772
ID,Teton County,604.0,1413.0,2220.0,3703.0,7.607052896725442,17.79596977329975,27.95969773299748,46.63727959697733,921.0,7.4,39322.0,2222.0,5.3,54995.0,87.84722776863728
ID,Twin Falls County,7392.0,15658.0,20560.0,13384.0,12.96978629329403,27.4730673404218,36.07397269888059,23.48317366740359,9684.0,11.1,5231.0,460.0,8.1,62600.0,99.99520789738511
ID,Valley County,850.0,2246.0,3245.0,2653.0,9.450744941071825,24.97220369134979,36.0796086279742,29.49744273960418,1013.0,8.7,4505.0,264.0,5.5,49186.0,78.56811973867067
ID,Washington County,900.0,2212.0,2982.0,1291.0,12.18686526743399,29.95260663507109,40.37914691943128,17.48138117806364,1448.0,14.2,29136.0,2003.0,6.4,57434.0,80.61704307791643
IL,Adams County,3475.0,16058.0,14639.0,11810.0,7.557305032403984,34.92236092383976,31.83637075377321,25.68396328998304,6735.0,10.7,1644.0,190.0,10.4,38315.0,53.78072231657847
IL,Alexander County,527.0,1441.0,1383.0,468.0,13.79942393296674,37.732390678188,36.21366849960722,12.25451688923802,1312.0,24.2,6876.0,520.0,7.0,58209.0,81.7048692503123
IL,Bond County,1345.0,3916.0,4174.0,2534.0,11.23736318823628,32.71785445734815,34.87342300944105,21.17135934497452,1586.0,10.8,22421.0,2897.0,11.4,82318.0,115.54538691520571
IL,Boone County,4575.0,11504.0,10539.0,8795.0,12.91898455369497,32.48524553130206,29.76025753254455,24.83551238245842,3559.0,6.8,2864.0,117.0,3.9,52277.0,73.3784371797931
IL,Brown County,893.0,1770.0,1360.0,601.0,19.31228373702422,38.27854671280277,29.41176470588236,12.99740484429066,757.0,16.7,15110.0,1267.0,7.7,57728.0,81.02971520008984
IL,Bureau County,2230.0,8420.0,8217.0,4843.0,9.405314213412062,35.51244200759173,34.65626318009279,20.42598059890342,3191.0,10.0,1999.0,172.0,7.9,61648.0,86.53201016240192
IL,Calhoun County,241.0,1352.0,1159.0,577.0,7.239411234604987,40.61279663562631,34.81525983778913,17.33253229197958,418.0,9.2,6892.0,540.0,7.3,53965.0,75.74779276560504
IL,Carroll County,1376.0,4128.0,3627.0,2263.0,12.07653150781113,36.22959452343338,31.83254344391785,19.86133052483763,1463.0,10.5,5417.0,393.0,6.8,54205.0,76.08466796737925
IL,Cass County,1320.0,3660.0,2184.0,1599.0,15.06333447449503,41.76651831564533,24.9229715850736,18.24717562478603,1425.0,12.2,99733.0,7103.0,6.6,64387.0,90.37659840265009
IL,Champaign County,6294.0,25720.0,33614.0,54738.0,5.229051393250585,21.3681604439792,27.92649086951465,45.47629729325557,29150.0,15.1,12378.0,1120.0,8.3,56656.0,79.52500596549837
IL,Christian County,2569.0,10141.0,7138.0,4413.0,10.58901117019084,41.79959605951939,29.42170561807015,18.18968715221961,3003.0,9.9,6699.0,586.0,8.0,59633.0,83.70366211417262
IL,Clark County,756.0,4057.0,3517.0,2538.0,6.956201693043798,37.32977548767023,32.36105999263894,23.35296282664704,1563.0,10.4,5601.0,593.0,9.6,59602.0,83.66014906727679
IL,Clay County,1082.0,3647.0,3200.0,1381.0,11.6219119226638,39.17293233082707,34.37164339419979,14.83351235230935,1712.0,13.3,18485.0,1168.0,5.9,71883.0,100.89833387139788
IL,Clinton County,2297.0,8620.0,9382.0,6093.0,8.703394968172173,32.66141254925735,35.54865110639588,23.0865413761746,2501.0,7.1,21314.0,1745.0,7.6,46900.0,65.83102901337675
IL,Coles County,2465.0,9852.0,10352.0,7856.0,8.075348075348074,32.27518427518427,33.91318591318591,25.73628173628174,8284.0,17.5,2351173.0,272879.0,10.4,71611.0,100.5165419760538
IL,Cook County,439740.0,820019.0,906703.0,1489931.0,12.02660654913189,22.42699294085729,24.79774466256773,40.7486558474431,646192.0,12.9,7789.0,596.0,7.1,57632.0,80.89496511938015
IL,Crawford County,1886.0,3985.0,5527.0,2383.0,13.68550903417749,28.91662433785647,40.10594296495174,17.29192366301429,1876.0,11.0,5582.0,344.0,5.8,68683.0,96.40666451440843
IL,Cumberland County,525.0,2890.0,2581.0,1423.0,7.076425394257986,38.95403693220111,34.78905512872355,19.18048254481736,931.0,8.9,48449.0,4405.0,8.3,68546.0,96.21436492006232
IL,DeKalb County,4404.0,15101.0,20443.0,19844.0,7.365533850682366,25.25588707519401,34.19019266791544,33.18838640620819,10691.0,10.8,6523.0,470.0,6.7,65526.0,91.97535196440352
IL,De Witt County,771.0,4709.0,3386.0,2344.0,6.877787689562891,42.007136485281,30.20517395182872,20.90990187332739,1489.0,9.9,9391.0,573.0,5.8,63003.0,88.43395140575214
IL,Douglas County,2118.0,4501.0,4012.0,2511.0,16.11626845229037,34.24897275909299,30.5280779181251,19.10668087049156,1576.0,8.2,465172.0,37953.0,7.5,92101.0,129.27726232752693
IL,DuPage County,41827.0,116233.0,158756.0,325349.0,6.513435020594395,18.10017674585192,24.72199512586329,50.66439310769039,53259.0,5.9,8277.0,598.0,6.7,52668.0,73.92726302935026
IL,Edgar County,1493.0,4796.0,3887.0,2270.0,11.99582195082757,38.5344689056725,31.23091756387594,18.23879157962397,1933.0,11.7,2426.0,225.0,8.5,55832.0,78.36840110607358
IL,Edwards County,347.0,1520.0,1961.0,589.0,7.85601086710437,34.41249717002491,44.39664930948607,13.33484265338465,676.0,10.7,17889.0,1297.0,6.8,65172.0,91.47846104178656
IL,Effingham County,1631.0,7783.0,8827.0,5478.0,6.876343859353261,32.81335638096041,37.21489101564147,23.09540874404486,3128.0,9.3,8963.0,737.0,7.6,49030.0,68.82079642912286
IL,Fayette County,2071.0,6259.0,5012.0,1916.0,13.57320749770612,41.02110368331367,32.84834185345392,12.55734696552628,2884.0,14.7,5746.0,410.0,6.7,58478.0,82.08245020563425
IL,Ford County,779.0,3328.0,3285.0,2053.0,8.247750132345157,35.23557437797777,34.78030704076231,21.73636844891477,1180.0,9.5,14230.0,1705.0,10.7,49834.0,69.94932835506647
IL,Franklin County,2809.0,8800.0,10515.0,4762.0,10.44781670758015,32.73078925835007,39.10957375585807,17.71182027821171,5795.0,15.5,13290.0,1266.0,8.7,48828.0,68.5372598009629
IL,Fulton County,2595.0,9143.0,8488.0,4518.0,10.48739088263822,36.95037180730682,34.303265438086,18.25897187196896,4091.0,13.2,1819.0,190.0,9.5,44282.0,62.15628202068976
IL,Gallatin County,442.0,1447.0,1399.0,405.0,11.96858922285405,39.18223666395884,37.88248036826428,10.96669374492283,743.0,15.6,5491.0,391.0,6.6,51242.0,71.92566287214183
IL,Greene County,804.0,3838.0,2544.0,1422.0,9.340148698884757,44.5864312267658,29.55390334572491,16.51951672862454,1641.0,13.3,23211.0,2168.0,8.5,74935.0,105.18226352062658
IL,Grundy County,2230.0,11068.0,12313.0,9299.0,6.387854482956174,31.70438269836723,35.27069607562303,26.63706674305357,3009.0,5.9,3918.0,283.0,6.7,49302.0,69.20258832446696
IL,Hamilton County,676.0,1847.0,2119.0,1069.0,11.83680616354404,32.34109613027491,37.10383470495535,18.7182630012257,1040.0,13.0,7496.0,568.0,7.0,54076.0,75.90359754642562
IL,Hancock County,846.0,4415.0,4422.0,3149.0,6.5928927680798,34.40617206982544,34.46072319201995,24.54021197007481,1918.0,11.2,1166.0,122.0,9.5,39674.0,55.68827814662494
IL,Hardin County,445.0,1002.0,1091.0,392.0,15.18771331058021,34.19795221843003,37.23549488054608,13.37883959044369,684.0,18.0,3283.0,251.0,7.1,58577.0,82.2214112263661
IL,Henderson County,367.0,2085.0,1510.0,903.0,7.543679342240493,42.85714285714285,31.03802672147996,18.56115107913669,687.0,10.6,21809.0,1891.0,8.0,63859.0,89.63547295874682
IL,Henry County,2694.0,12017.0,11836.0,8355.0,7.718755372184975,34.43069165090826,33.91209672798121,23.93845624892556,4583.0,9.6,12684.0,857.0,6.3,53633.0,75.28178206981738
IL,Iroquois County,2234.0,7444.0,6571.0,3082.0,11.55656717190006,38.50809580466608,33.99203352128705,15.94330350214681,2923.0,11.2,25004.0,2132.0,7.9,45608.0,64.01751751049225
IL,Jackson County,2710.0,7409.0,11198.0,11057.0,8.370914931735344,22.8856489775746,34.5894853895101,34.15395070117996,9154.0,17.2,4290.0,282.0,6.2,57969.0,81.36799404853811
IL,Jasper County,520.0,2452.0,2263.0,1289.0,7.970570202329859,37.58430410790925,34.68730839975475,19.75781729000613,898.0,9.6,15220.0,1721.0,10.2,58114.0,81.57152281627668
IL,Jefferson County,2644.0,8299.0,10466.0,4755.0,10.10548845742241,31.71915609234062,40.00152881822351,18.17382663201345,4369.0,12.5,9770.0,810.0,7.7,69341.0,97.3302640259394
IL,Jersey County,1139.0,5596.0,4903.0,3364.0,7.592321023863486,37.30169310758566,32.68230902546328,22.42367684308759,1775.0,8.5,9559.0,876.0,8.4,56446.0,79.23024016394594
IL,Jo Daviess County,1280.0,5897.0,5182.0,4147.0,7.754755846358901,35.72640252029565,31.39464437174361,25.12419726160184,1906.0,9.1,3712.0,371.0,9.1,51607.0,72.43799390817344
IL,Johnson County,1635.0,3148.0,3203.0,1675.0,16.92371390125246,32.58461856950626,33.15391781389091,17.33774971535038,1645.0,14.9,236858.0,24291.0,9.3,83784.0,117.6031329393765
IL,Kane County,47621.0,76989.0,93655.0,122594.0,13.97087945455452,22.586758747752,27.47617049865194,35.96619129904154,38218.0,7.3,49036.0,4827.0,9.0,57413.0,80.58756649776119
IL,Kankakee County,7490.0,24927.0,24350.0,14861.0,10.45680460155246,34.80063662254984,33.99508572066789,20.7474730552298,14004.0,13.6,64661.0,5563.0,7.9,97263.0,136.52288645902053
IL,Kendall County,5307.0,20500.0,28034.0,29326.0,6.381136748950906,24.6491998028064,33.70808133033535,35.26158211790734,5078.0,3.9,19199.0,1854.0,8.8,52881.0,74.22623977092486
IL,Knox County,3859.0,12274.0,11896.0,6855.0,11.06237816764133,35.18518518518518,34.10159385391584,19.65084279325765,6027.0,13.4,334143.0,29767.0,8.2,100325.0,140.82085257498983
IL,Lake County,43130.0,94568.0,114310.0,217451.0,9.187170764646115,20.14403813751574,24.34930419908874,46.31948689874941,46919.0,7.0,47627.0,5042.0,9.6,62714.0,88.02829751694904
IL,La Salle County,7334.0,27529.0,28423.0,14362.0,9.445188543169174,35.45358541108592,36.60493509169586,18.49629095404904,11840.0,11.4,5226.0,521.0,9.1,47408.0,66.54408152379882
IL,Lawrence County,1765.0,4137.0,3887.0,1500.0,15.63468863495438,36.64629285144832,34.43174771901851,13.28727079457879,2147.0,16.5,15894.0,1191.0,7.0,64310.0,90.26851760874752
IL,Lee County,2607.0,8696.0,9122.0,4680.0,10.38438558056164,34.63851822346146,36.33539135630352,18.64170483967337,3247.0,10.6,14784.0,1090.0,6.9,66274.0,93.02527967659981
IL,Livingston County,2492.0,10598.0,7939.0,4238.0,9.862666719436419,41.9440376776032,31.42042980963312,16.77286579332727,3274.0,9.9,11226.0,831.0,6.9,65255.0,91.59496371573348
IL,Logan County,1906.0,7037.0,6640.0,4159.0,9.654543612602573,35.64481815418904,33.63387701347381,21.06676121973458,2812.0,11.6,11844.0,930.0,7.3,52155.0,73.20719228555788
IL,McDonough County,821.0,5454.0,4965.0,5342.0,4.951151851405138,32.89108672054034,29.94210589796165,32.21565553009287,4363.0,16.8,151528.0,13226.0,8.0,89730.0,125.94921606333254
IL,McHenry County,13717.0,55145.0,68660.0,74658.0,6.464794042793855,25.98972570459044,32.35931756056178,35.18616269205392,18998.0,6.3,78925.0,5856.0,6.9,71919.0,100.94886515166401
IL,McLean County,4190.0,24299.0,28312.0,47627.0,4.01233385682001,23.26866357681848,27.11150266212127,45.60749990424024,17168.0,10.7,42338.0,4718.0,10.0,57601.0,80.8514520724843
IL,Macon County,5926.0,25424.0,23622.0,16852.0,8.250723991980397,35.39763867231009,32.88872800178213,23.46290933392738,12674.0,12.8,20351.0,1545.0,7.1,53312.0,74.83121148744438
IL,Macoupin County,2857.0,12968.0,10306.0,5924.0,8.912806114490719,40.45546716580877,32.15099048510373,18.48073623459679,4707.0,10.8,120552.0,10335.0,7.9,63903.0,89.69723341240542
IL,Madison County,13030.0,54017.0,66106.0,52992.0,6.999919417658278,29.01877568562142,35.51317521287169,28.46812968384861,28469.0,11.0,15441.0,1603.0,9.4,52019.0,73.01629633788582
IL,Marion County,2885.0,9155.0,9912.0,4243.0,11.0135522046192,34.94941782782973,37.83928230578354,16.19774766176752,5125.0,14.2,4680.0,380.0,7.5,54022.0,75.82780062602642
IL,Marshall County,648.0,3365.0,3023.0,1544.0,7.552447552447553,39.21911421911422,35.23310023310023,17.99533799533799,1025.0,9.3,5428.0,480.0,8.1,53503.0,75.09930800218969
IL,Mason County,895.0,3914.0,3150.0,1599.0,9.363883657668968,40.94998953756016,32.95668549905838,16.72944130571249,1728.0,13.4,4866.0,547.0,10.1,49054.0,68.85448394930029
IL,Massac County,1297.0,3552.0,4034.0,1341.0,12.6858372456964,34.74178403755869,39.45618153364632,13.11619718309859,1978.0,14.8,5647.0,396.0,6.6,69749.0,97.90295186895554
IL,Menard County,371.0,2930.0,3246.0,2118.0,4.281592613964224,33.81419503750721,37.46105020196192,24.44316214656665,937.0,7.9,6971.0,626.0,8.2,62857.0,88.2290189913395
IL,Mercer County,842.0,4332.0,3977.0,2109.0,7.477797513321492,38.47246891651865,35.31971580817051,18.73001776198934,1317.0,8.8,17334.0,1037.0,5.6,90880.0,127.56340973850062
IL,Monroe County,1155.0,6299.0,8042.0,9121.0,4.691879595401552,25.58800828695617,32.66848113092578,37.0516309867165,1400.0,4.1,10421.0,1009.0,8.8,59497.0,83.51276616650057
IL,Montgomery County,2514.0,8255.0,6225.0,3696.0,12.15079748670856,39.89850169163847,30.08699855002417,17.86370227162881,3436.0,13.5,14746.0,1108.0,7.0,54764.0,76.86930645817834
IL,Morgan County,2451.0,8991.0,6816.0,4876.0,10.59479553903346,38.86487421111784,29.46312786375033,21.07720238609839,3755.0,12.4,6870.0,374.0,5.2,61022.0,85.65332734444085
IL,Moultrie County,1322.0,3252.0,3307.0,1947.0,13.45136345136345,33.08913308913309,33.64875864875864,19.81074481074481,1265.0,9.1,22102.0,1991.0,8.3,71470.0,100.31862779501144
IL,Ogle County,3255.0,12261.0,12696.0,7766.0,9.047195508366224,34.07915948635277,35.28823169714826,21.58541330813275,4132.0,8.3,74688.0,8722.0,10.5,53506.0,75.10351894221186
IL,Peoria County,9588.0,33607.0,39020.0,40342.0,7.823298546798632,27.42152631020668,31.83824669337533,32.91692844961936,24583.0,14.2,7298.0,770.0,9.5,55132.0,77.38584843423213
IL,Perry County,2500.0,5654.0,5333.0,1777.0,16.37840670859539,37.04140461215933,34.93841719077568,11.6417714884696,2732.0,15.1,7887.0,464.0,5.6,69521.0,97.58292042727005
IL,Piatt County,740.0,3764.0,3590.0,3650.0,6.301089918256131,32.05040871934604,30.56880108991826,31.07970027247957,1034.0,6.4,6323.0,408.0,6.1,48815.0,68.51901239420013
IL,Pike County,920.0,4290.0,3350.0,1825.0,8.858931150698123,41.30958112662494,32.25806451612903,17.5734232065479,1983.0,13.5,1506.0,132.0,8.1,49071.0,68.8783459427593
