,County,State,Total Population,Land Area (m^2),Population Density (per m^2),Median Gross Rent,Income per capita,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
1753,Brooke,West Virginia,22162.0,89.21,248.42506445465756,546.0,26694.0,1155.0,6836.0,5024.0,3362.0,7.052573731452647,41.74146669109117,30.67716920070831,20.52879037674788,2502.0,11.9,38200.0,3229.0,7.8,44161.0,89.75448152514124
1754,Doddridge,West Virginia,8499.0,319.72,26.58263480545477,378.0,27040.0,981.0,2730.0,1451.0,780.0,16.50959272972063,45.94412655671491,24.41938741164591,13.12689330191855,1229.0,17.0,14449.0,1565.0,9.8,41964.0,85.28921588553311
1755,Grant,West Virginia,11565.0,477.37,24.226490981837987,544.0,23908.0,1294.0,4200.0,1690.0,925.0,15.95757799975336,51.79430262671107,20.84104081884326,11.40707855469232,1508.0,13.3,14316.0,1222.0,7.9,40016.0,81.33002723466525
1756,Hancock,West Virginia,29118.0,82.61,352.475487229149,679.0,27261.0,2176.0,8667.0,6954.0,3849.0,10.052665619514,40.03973020419477,32.12602790353876,17.78157627275247,3380.0,12.0,5341.0,405.0,7.0,47469.0,96.47778545587578
1757,Jackson,West Virginia,28793.0,464.35,62.007106708301926,679.0,27591.0,2133.0,8669.0,5784.0,3466.0,10.63734290843806,43.23259525234391,28.84500299222023,17.28505884699781,4000.0,14.2,27945.0,1729.0,5.8,85779.0,174.34047396447298
1758,Lewis,West Virginia,16024.0,384.9,41.63159262146012,642.0,25225.0,1533.0,5799.0,2915.0,1957.0,12.56145526057031,47.51720747295968,23.88561127499181,16.0357259914782,2152.0,13.9,6404.0,701.0,9.9,40741.0,82.80354457135888
1759,McDowell,West Virginia,18083.0,533.46,33.89757432609755,594.0,15150.0,3638.0,7257.0,2506.0,914.0,25.41390150192106,50.69507509605309,17.50611246943765,6.384910932588195,5325.0,31.8,22801.0,2121.0,8.5,58878.0,119.66586724116904
1760,Mason,West Virginia,26700.0,430.75,61.984910040626815,577.0,27819.0,2502.0,8263.0,5078.0,2738.0,13.46536784887789,44.47015768796082,27.32899198105592,14.73548248210538,4378.0,17.1,18854.0,1891.0,9.1,42095.0,85.55546522499085
1761,Mingo,West Virginia,23808.0,423.11,56.2690553284016,522.0,19400.0,4118.0,7736.0,3598.0,1534.0,24.24349464264688,45.54338867302484,21.1821500058872,9.030966678441068,5676.0,24.9,50857.0,3365.0,6.2,55836.0,113.48319174017315
1762,Morgan,West Virginia,17800.0,229.07,77.70550486750776,734.0,29803.0,1367.0,5662.0,3389.0,2520.0,10.56577523573968,43.76255990106663,26.19415674756531,19.47750811562838,1938.0,11.0,8328.0,953.0,10.3,42725.0,86.83590097963497
1763,Adams,Wisconsin,20208.0,645.65,31.298691241384653,673.0,28386.0,1997.0,6783.0,5189.0,2475.0,12.14424714181464,41.24908781318414,31.55558258331306,15.05108246168815,2389.0,12.3,7037.0,663.0,8.6,52115.0,80.29922497342106
1764,Bayfield,Wisconsin,15088.0,1477.86,10.209356772630697,626.0,33151.0,563.0,3359.0,4264.0,4128.0,4.572031833685236,27.27789507877213,34.62725353256456,33.52281955497807,1655.0,11.0,133226.0,8614.0,6.1,64905.0,100.00616323323214
1765,Burnett,Wisconsin,15363.0,821.85,18.69319218835554,761.0,30829.0,922.0,4783.0,4178.0,2703.0,7.325599872874624,38.00254250754807,33.19561417447958,21.47624344509773,1644.0,10.7,26108.0,1296.0,4.7,79046.0,121.79473351720314
1766,Clark,Wisconsin,34668.0,1209.82,28.655502471442034,656.0,25472.0,3700.0,8521.0,6510.0,2794.0,17.18931475029036,39.58652729384436,30.24390243902439,12.98025551684088,4471.0,13.1,29655.0,1877.0,6.0,74776.0,115.21548204187916
1767,Dane,Wisconsin,542459.0,1197.24,453.0912766028532,1118.0,41755.0,14439.0,64956.0,93427.0,195125.0,3.924206475389119,17.65362946293896,25.3914286568446,53.03073540482733,51956.0,9.6,45349.0,2535.0,5.3,65540.0,100.98457650883654
1768,Douglas,Wisconsin,43497.0,1304.14,33.353014246936674,787.0,30960.0,1819.0,9191.0,12185.0,8397.0,5.757786781463662,29.09280830590022,38.56989111167384,26.57951380096227,4236.0,10.0,22559.0,1331.0,5.6,61880.0,95.345218101416
1769,Florence,Wisconsin,4312.0,488.2,8.832445718967637,478.0,31961.0,298.0,1257.0,1295.0,741.0,8.298524087997771,35.00417710944026,36.06237816764132,20.63492063492063,447.0,10.6,53054.0,3331.0,5.9,69280.0,106.74719958090012
1770,Grant,Wisconsin,51570.0,1146.85,44.96664777433841,704.0,26534.0,2497.0,11023.0,11184.0,7741.0,7.696101094159347,33.97441824626291,34.47064262598244,23.85883803359532,5616.0,12.0,19488.0,1003.0,4.9,75666.0,116.58680143603335
1771,Iowa,Wisconsin,23632.0,762.58,30.98953552414173,784.0,36035.0,696.0,5775.0,5823.0,4438.0,4.159693999521874,34.51470236672245,34.80157781496533,26.52402581879034,1695.0,7.2,2285.0,293.0,11.4,48614.0,74.90485508697863
1772,Jefferson,Wisconsin,84837.0,556.47,152.45565798695347,869.0,33461.0,4457.0,18834.0,19663.0,16302.0,7.521601188065344,31.78412312677197,33.18313757256649,27.5111381125962,6003.0,7.3,12485.0,974.0,7.2,56025.0,86.32378545785119
1773,Pottawattamie,Iowa,93478.0,950.28,98.36890179736498,850.0,30466.0,6351.0,20559.0,21874.0,14468.0,10.04078922405616,32.50332005312085,34.58230569784354,22.87358502497945,8407.0,9.2,9360.0,472.0,4.8,60023.0,96.24931849523747
1774,Ringgold,Iowa,4922.0,535.5,9.19140989729225,636.0,27414.0,219.0,1289.0,1084.0,661.0,6.732247156470949,39.62496157393176,33.32308638180142,20.31970488779588,615.0,13.3,5026.0,180.0,3.5,54107.0,86.76277220101986
1775,Sac,Iowa,9711.0,575.01,16.888401940835813,606.0,32704.0,446.0,2529.0,2730.0,1259.0,6.404365307294658,36.31533601378518,39.20160827110855,18.0786904078116,987.0,10.5,81621.0,5788.0,6.6,67038.0,107.49815592828966
1776,Shelby,Iowa,11544.0,590.78,19.540268797183387,701.0,34617.0,544.0,2913.0,3050.0,1835.0,6.521217933349317,34.9196835291297,36.56197554543275,21.99712299208823,934.0,8.3,20761.0,549.0,2.6,74868.0,120.05387896475416
1777,Sioux,Iowa,34900.0,768.33,45.423190556141236,693.0,30044.0,1690.0,6203.0,6700.0,6574.0,7.984126234232532,29.30505031416828,31.65304483393962,31.05777861765957,2114.0,6.5,55080.0,2011.0,3.5,61341.0,98.3627850293448
1778,Tama,Iowa,16962.0,721.01,23.525332519659923,729.0,28623.0,1083.0,4787.0,3853.0,1927.0,9.296137339055791,41.09012875536481,33.07296137339056,16.54077253218884,1772.0,10.8,2984.0,110.0,3.6,70519.0,113.08008081844714
1779,Union,Iowa,12303.0,423.65,29.040481529564502,610.0,27212.0,741.0,2737.0,2935.0,1886.0,8.928786600795277,32.97987709362574,35.36570671165201,22.72562959392698,1422.0,12.1,3529.0,165.0,4.5,51908.0,83.23658638273308
1780,Warren,Iowa,50867.0,569.83,89.26697436077426,833.0,35966.0,1446.0,10097.0,11618.0,11055.0,4.22609305588029,29.50958615852233,33.95487491232172,32.30944587327566,2497.0,4.9,11023.0,461.0,4.0,65061.0,104.3279561271287
1781,Washington,Iowa,22100.0,568.84,38.850995007383446,784.0,30390.0,1233.0,5622.0,4795.0,3602.0,8.084185680566483,36.86073957513769,31.43849986886966,23.61657487542617,1526.0,7.1,2686.0,122.0,4.3,52016.0,83.40976876944293
1782,Webster,Iowa,36348.0,715.62,50.792319946340236,667.0,28116.0,2127.0,8735.0,9189.0,4980.0,8.497463145699333,34.89672805720906,36.71047900603252,19.89532979105909,4122.0,12.4,4761.0,316.0,6.2,52706.0,84.51621179564478
1783,Winneshiek,Iowa,20090.0,689.87,29.12142867496775,723.0,32383.0,544.0,4478.0,4149.0,4047.0,4.115599939476471,33.87804509002875,31.38901497957331,30.61733999092147,1645.0,9.2,52079.0,2825.0,5.1,60553.0,97.09919502260992
1784,Woodbury,Iowa,102687.0,872.83,117.64833931006038,802.0,28919.0,8231.0,21887.0,21372.0,15668.0,12.25617201226957,32.59030941957771,31.82346109175377,23.33005747639894,11311.0,11.3,3899.0,216.0,5.2,54474.0,87.35127160770982
1785,Wright,Iowa,12644.0,580.42,21.784225216222737,644.0,29142.0,653.0,3277.0,3262.0,1731.0,7.318166535918413,36.72531659755688,36.55721170010086,19.39930516642385,1302.0,10.7,6061.0,333.0,5.2,48616.0,76.90701426899105
1786,Allegany,Maryland,71002.0,424.16,167.3943794794417,719.0,24776.0,4682.0,19630.0,14082.0,9700.0,9.735102091737016,40.81590219154157,29.28015968727908,20.16883602944234,9197.0,14.7,299113.0,18290.0,5.8,105979.0,119.62997663366784
1787,Baltimore,Maryland,828193.0,598.3,1384.2436904562928,1328.0,41089.0,49577.0,146153.0,155884.0,238633.0,8.39936501159684,24.76132873186988,26.40996057582673,40.42934568070655,71471.0,8.9,47128.0,2571.0,5.2,111665.0,126.04838072446918
1788,Baltimore,Maryland,602274.0,598.3,1006.6421527661709,1094.0,32699.0,49577.0,146153.0,155884.0,238633.0,8.39936501159684,24.76132873186988,26.40996057582673,40.42934568070655,71471.0,8.9,47128.0,2571.0,5.2,111665.0,126.04838072446918
1789,Caroline,Maryland,33260.0,319.42,104.12622878968129,1003.0,29814.0,3434.0,8928.0,6020.0,4310.0,15.13308655032611,39.34426229508197,26.52917327692579,18.99347787766614,4072.0,12.4,90205.0,4823.0,5.1,104817.0,118.31830136924448
1790,Carroll,Maryland,168233.0,447.6,375.8556747095621,1121.0,43183.0,7445.0,33819.0,33116.0,45529.0,6.208875063589889,28.20388794836084,27.61761002093254,37.96962696711673,8614.0,5.2,50171.0,3152.0,5.9,84248.0,95.09984309564392
1791,Charles,Maryland,161448.0,457.75,352.6990715456035,1686.0,42737.0,7043.0,33092.0,36508.0,34610.0,6.330615803618779,29.74481587013384,32.81529486845299,31.10927345779439,11956.0,7.4,15467.0,1086.0,6.6,54846.0,61.91062095745521
1792,Dorchester,Maryland,31994.0,540.77,59.163784973278844,865.0,29860.0,2927.0,9207.0,6513.0,4621.0,12.57950833763108,39.56936565239814,27.99123259412068,19.8598934158501,4657.0,14.9,129513.0,8027.0,5.8,99254.0,112.03874070144148
1793,Garrett,Maryland,29155.0,647.1,45.05486014526348,629.0,34006.0,2059.0,8980.0,5146.0,5311.0,9.578526237439524,41.77521399330108,23.93933755117231,24.70692221808709,3633.0,12.8,133250.0,8130.0,5.8,102537.0,115.74461840634842
1794,Harford,Maryland,253736.0,437.09,580.5120226955547,1294.0,42744.0,11297.0,47168.0,53824.0,67945.0,6.267962759523731,26.17042289468136,29.863399802479,37.69821454331591,15611.0,6.2,179273.0,9647.0,5.1,124042.0,140.01964126471685
1795,Kent,Maryland,19456.0,277.03,70.23066093924847,969.0,37699.0,1297.0,4377.0,2956.0,5173.0,9.39650800550605,31.71049771788741,21.41563428240238,37.47735999420416,2134.0,12.0,521828.0,34637.0,6.2,115394.0,130.25770693878474
1796,Somerset,Maryland,25699.0,319.72,80.37970724383835,766.0,19507.0,2791.0,6068.0,4943.0,2831.0,16.77989538868514,36.4816930199002,29.71803042145133,17.02038116996333,4461.0,22.2,16896.0,1091.0,6.1,69311.0,78.23883326372348
1797,Talbot,Maryland,37087.0,268.54,138.10605496387873,1122.0,49193.0,2374.0,6540.0,7890.0,11674.0,8.336259568789943,22.96509586347356,27.7055973031814,40.99304726455509,3497.0,9.6,68031.0,4989.0,6.8,63237.0,71.382451545903
1798,Washington,Maryland,150575.0,457.78,328.92437415352356,931.0,31525.0,12860.0,39055.0,31532.0,24423.0,11.92175767127097,36.20561787336609,29.23148233985352,22.64114211550941,17632.0,12.3,46087.0,3765.0,7.6,59387.0,67.03653952522323
1799,Wicomico,Maryland,103222.0,374.44,275.67033436598655,1059.0,29049.0,7957.0,20614.0,17696.0,18726.0,12.24285692305325,31.71726185896943,27.2275475820473,28.81233363593002,14105.0,14.2,22436.0,2931.0,11.6,62481.0,70.52907245820587
1800,Worcester,Maryland,51967.0,468.28,110.9742034680106,1020.0,41055.0,2875.0,11941.0,12852.0,12200.0,7.21129728102739,29.95133942008629,32.2363800541788,30.60098324470754,6036.0,11.7,98545.0,11923.0,10.8,76287.0,87.39689304371736
1801,Alcona,Michigan,10396.0,674.59,15.410842141152402,643.0,27171.0,799.0,3167.0,2759.0,1622.0,9.572301425661914,37.94177548819935,33.05379178147837,19.43213130466036,1458.0,14.0,2768.0,352.0,11.3,51126.0,83.3322467075238
1802,Alger,Michigan,9098.0,915.07,9.942408777470575,631.0,21675.0,575.0,3181.0,1852.0,1226.0,8.413813286508633,46.54667837284168,27.09979514193737,17.93971319871232,978.0,12.1,57267.0,4713.0,7.6,63732.0,103.87925414004432
1803,Allegan,Michigan,117104.0,825.23,141.90468111920313,838.0,30057.0,7075.0,29807.0,25198.0,19314.0,8.692286900754356,36.6206354276728,30.95805587635452,23.72902179521832,8552.0,7.3,12143.0,1068.0,8.1,40442.0,65.9179814838962
1804,Alpena,Michigan,28431.0,571.86,49.71671388101983,580.0,25989.0,1570.0,7783.0,8515.0,3609.0,7.310145737300368,36.2387670531266,39.64706430134562,16.80402290822741,4334.0,15.6,9081.0,1031.0,10.2,58738.0,95.73934020080846
1805,Antrim,Michigan,23301.0,475.7,48.982552028589446,761.0,32096.0,1214.0,5486.0,5660.0,5295.0,6.876239025771735,31.07335032568677,32.05890682526197,29.99150382327953,2625.0,11.3,5243.0,700.0,11.8,50286.0,81.96309818750815
1806,Arenac,Michigan,15013.0,363.19,41.336490542140474,550.0,25556.0,1267.0,4363.0,4061.0,1622.0,11.1995049942544,38.56625121541589,35.89675594448864,14.33748784584107,1888.0,12.8,2759.0,388.0,12.3,48846.0,79.61598643890989
1807,Baraga,Michigan,8337.0,898.26,9.281277135795872,556.0,23960.0,557.0,2535.0,2231.0,915.0,8.929143956396281,40.63802500801539,35.76466816287272,14.66816287271561,911.0,12.7,28982.0,2412.0,7.7,68693.0,111.96538010170818
1808,Barry,Michigan,61045.0,553.09,110.37082572456562,909.0,34002.0,2866.0,15584.0,14640.0,10500.0,6.574902500573526,35.75131910988759,33.58568479008947,24.08809359944942,4668.0,7.6,44622.0,4733.0,9.6,55860.0,91.04837658104056
1809,Bay,Michigan,103506.0,442.3,234.01763508930588,679.0,28331.0,6699.0,25610.0,27665.0,15275.0,8.902443886297492,34.03367486611118,36.7646081675504,20.29927308004093,12891.0,12.7,7812.0,848.0,9.8,64526.0,105.17342547920198
1810,Benzie,Michigan,17703.0,319.7,55.373787926180796,803.0,31452.0,953.0,3932.0,4236.0,4453.0,7.020775011050538,28.96714306762929,31.20671872697805,32.80536319434212,1673.0,9.5,65825.0,6594.0,9.1,56346.0,91.84052679619246
1811,Berrien,Michigan,153797.0,567.75,270.88859533245267,757.0,30839.0,9974.0,30270.0,36489.0,31324.0,9.230313630768949,28.01299314250812,33.76828895860518,28.98840426811775,22678.0,15.1,18014.0,1648.0,8.4,51757.0,84.36073803624984
1812,Branch,Michigan,43428.0,506.37,85.76337460750044,746.0,25754.0,3446.0,12854.0,9908.0,4760.0,11.12761560320331,41.50736243864635,31.99431671402738,15.37070524412296,5861.0,14.1,55530.0,6225.0,10.1,52310.0,85.26209414526014
1813,Calhoun,Michigan,133943.0,706.23,189.65917618906022,776.0,27939.0,8213.0,32606.0,30732.0,19950.0,8.975858187342215,35.63458322859859,33.58651818012918,21.80304040393001,19661.0,15.1,22107.0,2240.0,9.2,61180.0,99.71965054113964
1814,Cass,Michigan,51613.0,490.06,105.31975676447782,724.0,32835.0,4041.0,12627.0,12560.0,7729.0,10.93432908515302,34.16673431285007,33.98544254133181,20.9134940606651,5677.0,11.1,11224.0,1281.0,10.2,66728.0,108.76255052810014
1815,Charlevoix,Michigan,26197.0,416.34,62.92213095066533,782.0,36132.0,1166.0,5378.0,6534.0,6301.0,6.016822333453739,27.75168997368285,33.7169100572785,32.51457763558491,2245.0,8.7,8770.0,1545.0,15.0,50788.0,82.78132742208892
1816,Chippewa,Michigan,37418.0,1558.42,24.0102154746474,700.0,28203.0,2044.0,8709.0,9197.0,6086.0,7.85066830542326,33.44983868489783,35.32416653863881,23.3753264710401,4486.0,13.9,10288.0,1412.0,12.1,43726.0,71.27070022167167
1817,Clare,Michigan,30655.0,564.32,54.3220158775163,660.0,23067.0,3044.0,8880.0,7913.0,2720.0,13.4947023097043,39.36693709269849,35.08001950614,12.0583410914572,5467.0,18.0,37457.0,2726.0,6.8,76367.0,124.4735297952797
1818,Crawford,Michigan,13904.0,556.28,24.994607032429712,752.0,26628.0,859.0,3058.0,3917.0,2108.0,8.64011265338966,30.75839871253269,39.39851136592235,21.2029772681553,1869.0,13.6,15280.0,1539.0,9.2,49414.0,80.54179162863477
1819,Delta,Michigan,35874.0,1171.1,30.63273845102895,548.0,27494.0,1971.0,9635.0,10389.0,5076.0,7.280854050459902,35.59159247903661,38.37686084740128,18.75069262310221,3942.0,11.3,11218.0,898.0,7.4,59408.0,96.83139913939236
1820,Eaton,Michigan,109730.0,575.18,190.77506171980946,888.0,34282.0,3912.0,20296.0,29497.0,23292.0,5.080717430549242,26.35946855072275,38.30928477732899,30.25052924139901,8409.0,7.8,15304.0,1855.0,10.8,60401.0,98.44992828269658
1821,Genesee,Michigan,406770.0,636.98,638.5914785393576,781.0,28696.0,24774.0,88331.0,104637.0,62266.0,8.847604354161309,31.54588440330276,37.36928944887289,22.23722179366304,73344.0,18.3,8827.0,1000.0,10.2,48694.0,79.36823575433564
1822,Gladwin,Michigan,25312.0,501.78,50.44441787237435,593.0,26521.0,2200.0,7342.0,6631.0,2678.0,11.67046841016392,38.94753593973795,35.1758527399077,14.20614291019044,4158.0,16.6,5341.0,471.0,8.1,48975.0,79.82624853305515
1823,Gratiot,Michigan,40692.0,568.46,71.58287302536678,688.0,24623.0,2364.0,11925.0,9817.0,4872.0,8.157912899440955,41.15190834426116,33.8774242528815,16.81275450341639,4787.0,13.7,18199.0,1885.0,9.4,54974.0,89.6042508801669
1824,Houghton,Michigan,35890.0,1009.1,35.56634624913289,639.0,24881.0,1568.0,6767.0,6364.0,7432.0,7.085084270932176,30.57701866160589,28.75604355880891,33.58185350865302,4873.0,15.0,14048.0,1366.0,8.9,53616.0,87.39079410614161
1825,Huron,Michigan,31105.0,835.71,37.219848990678585,637.0,28598.0,2103.0,9780.0,7639.0,3778.0,9.025751072961372,41.97424892703863,32.78540772532189,16.21459227467811,3500.0,11.6,134870.0,11435.0,7.8,62711.0,102.2150867127396
1826,Ionia,Michigan,64401.0,571.3,112.72711360056013,781.0,25997.0,3879.0,18501.0,15989.0,7349.0,8.484623124371145,40.46764950347784,34.97309593595521,16.07463143619581,5727.0,9.6,8999.0,1108.0,11.0,43450.0,70.82083713652366
1827,Iron,Michigan,11099.0,1166.15,9.517643527848046,562.0,28556.0,690.0,3872.0,2647.0,1714.0,7.732825282976577,43.39347752997871,29.66491090440434,19.20878628264037,1527.0,14.2,30089.0,2868.0,8.7,53607.0,87.37612465771288
1828,Warren,Indiana,8219.0,364.68,22.53756718218712,794.0,34291.0,392.0,2604.0,1955.0,1089.0,6.490066225165562,43.11258278145695,32.36754966887418,18.02980132450331,655.0,8.1,30074.0,1744.0,5.5,82453.0,135.62687107280323
1829,Washington,Indiana,27942.0,513.73,54.39043855721877,658.0,25047.0,2593.0,8252.0,6106.0,2497.0,13.33299053887289,42.43109831345125,31.39654463183875,12.8393665158371,3722.0,13.4,28071.0,2054.0,6.8,49798.0,81.91268875217949
1830,Wayne,Indiana,66176.0,401.74,164.723452979539,704.0,26605.0,5387.0,16687.0,14565.0,8844.0,11.84398566497373,36.68843304091639,32.02295363102698,19.44462766308291,9531.0,15.1,13059.0,812.0,5.9,66597.0,109.54534987005296
1831,White,Indiana,24163.0,505.13,47.83521073782987,714.0,27948.0,1840.0,6745.0,5380.0,2985.0,10.85545722713864,39.79351032448378,31.74041297935104,17.61061946902655,2147.0,9.0,16233.0,1039.0,6.0,61841.0,101.72220942856202
1832,Whitley,Indiana,33899.0,335.57,101.019161426826,767.0,32020.0,1864.0,8679.0,7690.0,5474.0,7.862656599316657,36.60944024971528,32.43767663559286,23.09022651537521,2426.0,7.2,4076.0,163.0,3.8,55265.0,88.61967223629775
1833,Berkshire,Massachusetts,125927.0,926.83,135.8684979985542,894.0,37025.0,6625.0,27808.0,26447.0,34347.0,6.957060497547965,29.20180200993416,27.77258550621147,36.06855198630641,11917.0,10.0,267445.0,32533.0,10.8,71998.0,82.48327376042526
1834,Bristol,Massachusetts,563301.0,553.1,1018.4433194720665,934.0,36900.0,57348.0,122075.0,106707.0,118733.0,14.16479154677014,30.15217493324903,26.35632300308993,29.3267105168909,55797.0,10.1,8598.0,944.0,9.9,80459.0,92.176473283842
1835,Essex,Massachusetts,787038.0,492.56,1597.8520383303558,1298.0,43948.0,57431.0,136493.0,135347.0,230608.0,10.25775212144053,24.37901760916198,24.17433052498843,41.18889974440906,69830.0,9.0,37042.0,3180.0,7.9,62920.0,72.08321877004857
1836,Franklin,Massachusetts,70529.0,699.32,100.8536864382543,959.0,35919.0,3450.0,15077.0,14453.0,20952.0,6.396944300229919,27.95557368538159,26.79856115107914,38.84892086330935,7423.0,10.7,201171.0,24824.0,11.0,61600.0,70.57098341123637
1837,Hampshire,Massachusetts,161361.0,527.26,306.03686985547927,1095.0,36600.0,4744.0,21612.0,23495.0,50304.0,4.736658179821277,21.57855324247416,23.45863910938046,50.2261494683241,12910.0,9.3,831412.0,69566.0,7.7,111158.0,127.3462560718541
1838,Middlesex,Massachusetts,1605899.0,817.82,1963.6338069501844,1714.0,54433.0,73449.0,206435.0,202660.0,659984.0,6.42863894801703,18.06826616065427,17.73785850324893,57.76523638807976,110410.0,7.1,6775.0,847.0,11.1,95713.0,109.65195674090369
1839,Norfolk,Massachusetts,703740.0,396.11,1776.6277044255382,1682.0,55860.0,29456.0,91670.0,104228.0,281499.0,5.811546937672264,18.08611175232267,20.56375319865918,55.53858811134589,40721.0,5.9,255314.0,28320.0,10.0,88420.0,101.29685638346622
1840,Plymouth,Massachusetts,518597.0,659.08,786.8498513078837,1324.0,45378.0,25872.0,98953.0,99590.0,145456.0,6.994871184818491,26.75338158439023,26.92560379159221,39.32614343919907,36890.0,7.2,409219.0,46979.0,10.3,85221.0,97.6319769040418
1841,Suffolk,Massachusetts,801162.0,58.15,13777.506448839209,1657.0,44723.0,71809.0,115175.0,99726.0,266176.0,12.98803008215075,20.83160000434086,18.03735308906357,48.14301682444482,124289.0,16.5,401024.0,41087.0,9.3,77931.0,89.2803134451471
1842,Worcester,Massachusetts,826655.0,1510.77,547.1746195648576,1074.0,39113.0,50122.0,159573.0,158341.0,226111.0,8.435959451112266,26.85749486238254,26.65013877037164,38.05640691613355,76029.0,9.5,3440.0,401.0,10.4,45573.0,74.28119702699179
1843,Adams,Ohio,27685.0,583.87,47.416376933221436,581.0,23294.0,3068.0,7934.0,4790.0,2998.0,16.32783395423098,42.22458754656732,25.49228312932411,15.95529536987759,5592.0,20.6,43690.0,4096.0,8.6,52558.0,87.07422133863486
1844,Allen,Ohio,102808.0,402.5,255.42360248447204,722.0,27231.0,6084.0,27706.0,21795.0,13139.0,8.852802514405447,40.31488271928293,31.71381176881439,19.11850299749723,12387.0,12.9,24564.0,1701.0,6.5,55699.0,92.27799867461896
1845,Ashland,Ohio,53533.0,422.95,126.57051660952831,711.0,27403.0,3628.0,14761.0,8973.0,7807.0,10.31590321021354,41.97162273593221,25.51394694190907,22.19852711194518,5835.0,11.4,40010.0,3637.0,8.3,51252.0,84.91053677932405
1846,Ashtabula,Ohio,97416.0,701.93,138.78306953684842,706.0,25556.0,9356.0,29835.0,19201.0,10372.0,13.6059566052004,43.38752835786167,27.92304112617067,15.08347391076726,15354.0,16.5,24334.0,2009.0,7.6,42215.0,69.93870112657389
1847,Athens,Ohio,65945.0,503.6,130.94718030182685,797.0,22287.0,3259.0,11222.0,9177.0,12219.0,9.08381414276556,31.27909245477604,25.57906179446442,34.05803160799397,12301.0,22.0,22818.0,1683.0,6.9,69468.0,115.08946322067597
1848,Auglaize,Ohio,45709.0,401.39,113.8767781957697,757.0,32194.0,1982.0,13260.0,9828.0,6288.0,6.320556157918235,42.28586006760635,31.34128452069647,20.05229925377894,2637.0,5.9,25610.0,2893.0,10.1,50626.0,83.87342611000662
1849,Belmont,Ohio,67424.0,532.13,126.70588014207054,665.0,27393.0,4181.0,22782.0,14469.0,7892.0,8.476603681777634,46.18846808855729,29.33460384397048,16.00032438569459,7893.0,12.7,17633.0,1604.0,8.3,58067.0,96.20112657389
1850,Brown,Ohio,43508.0,490.02,88.78821272601118,741.0,28320.0,4053.0,13926.0,8096.0,4450.0,13.27764127764128,45.62162162162162,26.52252252252253,14.57821457821458,5805.0,13.6,179442.0,14075.0,7.3,69049.0,114.39529489728298
1851,Butler,Ohio,382129.0,467.06,818.1582666038624,911.0,33018.0,21101.0,81168.0,67439.0,79165.0,8.478621626291321,32.61422492596625,27.09775668714565,31.80939676059677,37769.0,10.1,11708.0,1134.0,8.8,52065.0,86.25745526838966
1852,Carroll,Ohio,27195.0,394.61,68.91614505461088,713.0,29915.0,1991.0,9276.0,5376.0,2732.0,10.27612903225807,47.87612903225806,27.74709677419355,14.10064516129032,3061.0,11.6,18366.0,1414.0,7.1,64142.0,106.26573889993374
1853,Champaign,Ohio,38861.0,428.67,90.6548160589731,737.0,28403.0,2381.0,12076.0,8046.0,4527.0,8.808731039585647,44.67628560858306,29.7669256381798,16.7480577136515,3839.0,10.1,57507.0,5093.0,8.1,54507.0,90.30318091451292
1854,Clark,Ohio,134409.0,397.47,338.1613706694845,757.0,27274.0,10474.0,34950.0,30064.0,17544.0,11.25849170178003,37.56771863444836,32.31576231834208,18.85802734542953,18577.0,14.3,98483.0,7285.0,6.9,72740.0,120.51027170311464
1855,Clermont,Ohio,205616.0,452.1,454.8020349480203,868.0,35472.0,13619.0,45879.0,42099.0,42441.0,9.455143781502104,31.85201127480248,29.22770380038601,29.4651411433094,18827.0,9.2,16197.0,1479.0,8.4,53891.0,89.28263750828364
1856,Clinton,Ohio,42000.0,408.68,102.76989331506313,739.0,28107.0,2490.0,10788.0,9362.0,5683.0,8.791441584577905,38.08918546764114,33.0544080782403,20.06496486954066,4611.0,11.3,42612.0,4422.0,9.4,49342.0,81.74618952948973
1857,Columbiana,Ohio,102514.0,531.89,192.73534001391266,648.0,26769.0,7732.0,33268.0,21172.0,11546.0,10.48861879052606,45.12873382348951,28.72025828155946,15.66238910442497,13512.0,13.9,12834.0,1256.0,8.9,47794.0,79.18157720344598
1858,Coshocton,Ohio,36558.0,563.91,64.82949406820238,632.0,23863.0,3981.0,10785.0,6244.0,4322.0,15.71530080530554,42.57460918995737,24.64866571924838,17.06142428548871,5343.0,14.9,16795.0,1731.0,9.3,45952.0,76.129887342611
1859,Crawford,Ohio,41603.0,401.79,103.54413997361806,646.0,26286.0,2948.0,13680.0,8323.0,4630.0,9.965856461918122,46.24590108515601,28.13630370846151,15.65193874446435,4895.0,12.1,533399.0,63692.0,10.7,55128.0,91.33200795228628
