,County,State,Total Population,Land Area (m^2),Population Density (per m^2),Median Gross Rent,Income per capita,"Less Than A High School Diploma, 2017-21","High School Diploma Only, 2017-21","Some College Or Associate'S Degree, 2017-21","Bachelor'S Degree Or Higher, 2017-21","Percent Of Adults With Less Than A High School Diploma, 2017-21","Percent Of Adults With A High School Diploma Only, 2017-21","Percent Of Adults Completing Some College Or Associate'S Degree, 2017-21","Percent Of Adults With A Bachelor'S Degree Or Higher, 2017-21",Estimate Of People Of All Ages In Poverty 2020,Estimated Percent Of People Of All Ages In Poverty 2020,Employed_2020,Unemployed_2020,Unemployment_Rate_2020,Median_Household_Income_2020,"County Household Median Income As A Percent Of The State Total Median Household Income, 2020"
1860,Cuyahoga,Ohio,1241475.0,457.19,2715.4465320763798,830.0,34398.0,82746.0,243671.0,258545.0,306407.0,9.28302420209812,27.33671464903984,29.0053838533761,34.37487729548593,183748.0,15.3,23923.0,1728.0,6.7,57932.0,95.97746852220014
1861,Defiance,Ohio,38024.0,411.46,92.41238516502212,741.0,31051.0,2060.0,10508.0,8540.0,5007.0,7.888186865785947,40.2374114493586,32.70151254068543,19.17288914417002,3132.0,8.5,106072.0,6019.0,5.4,114423.0,189.5675944333996
1862,Delaware,Ohio,205454.0,443.1,463.6741141954412,1118.0,48312.0,3893.0,22603.0,33380.0,79579.0,2.791581513749955,16.20809580151303,23.9360367143523,57.06428597038471,7876.0,3.7,32666.0,3788.0,10.4,66252.0,109.7614314115308
1863,Fairfield,Ohio,156204.0,504.41,309.6766519299776,899.0,33283.0,6869.0,34603.0,32860.0,32162.0,6.450128645745299,32.49291039870791,30.85619847127538,30.20076248427142,11809.0,7.5,12909.0,1029.0,7.4,50125.0,83.04340622929092
1864,Fayette,Ohio,28609.0,406.36,70.40309085539916,711.0,25993.0,3122.0,8995.0,4782.0,2918.0,15.7541504768633,45.39032144118686,24.1307967906343,14.72473129131554,3859.0,13.8,647092.0,52811.0,7.5,62643.0,103.78230616302189
1865,Fulton,Ohio,42186.0,405.44,104.04992107340173,758.0,30252.0,2015.0,12382.0,9686.0,5146.0,6.893838311266208,42.36203770228198,33.13832152998734,17.60580245646447,3422.0,8.3,11223.0,976.0,8.0,50642.0,83.89993373094765
1866,Gallia,Ohio,29995.0,466.53,64.29382890703707,694.0,25567.0,3004.0,8163.0,5504.0,3475.0,14.9111486151097,40.51920976868858,27.32055991263774,17.24908170356398,4646.0,16.1,43470.0,3191.0,6.8,84510.0,140.00994035785288
1867,Greene,Ohio,167867.0,413.73,405.7404587532932,914.0,36386.0,6735.0,25627.0,33974.0,46347.0,5.976944170815473,22.74256098967901,30.15006700212099,41.13042783738452,14570.0,9.0,16664.0,1588.0,8.7,45808.0,75.8913187541418
1868,Guernsey,Ohio,38996.0,522.25,74.6692197223552,715.0,25878.0,3813.0,11590.0,7593.0,3982.0,14.13373860182371,42.96093112906813,28.14515531173549,14.76017495737267,5185.0,13.5,380073.0,32407.0,7.9,63919.0,105.89628893306826
1869,Hancock,Ohio,75765.0,531.36,142.58694670280036,758.0,32829.0,3385.0,18514.0,15258.0,14464.0,6.557408806493481,35.86524863911974,29.55773812983088,28.0196044245559,6868.0,9.3,12789.0,1128.0,8.1,45312.0,75.06958250497019
1870,Hardin,Ohio,31393.0,470.41,66.7354010331413,670.0,23498.0,1793.0,9325.0,4578.0,3089.0,9.544849614053764,49.64067074793718,24.37050838434921,16.44397125365983,4448.0,15.1,6061.0,620.0,9.3,49088.0,81.32538104705102
1871,Henry,Ohio,27068.0,416.01,65.0657436119324,738.0,30188.0,1228.0,8552.0,5956.0,3374.0,6.425954997383569,44.75143903715333,31.16692830978545,17.65567765567766,2121.0,8.0,15886.0,1510.0,8.7,57155.0,94.6901921802518
1872,Hocking,Ohio,28306.0,421.32,67.18408810405393,625.0,26733.0,2371.0,8434.0,6189.0,2945.0,11.891268368524,42.299011986559,31.03967099653945,14.77004864837755,4081.0,14.7,20064.0,816.0,3.9,67967.0,112.60271703114644
1873,Holmes,Ohio,43954.0,422.53,104.02574965091237,666.0,24751.0,11332.0,8353.0,3656.0,2745.0,43.4409261672928,32.02100743693935,14.01518055662041,10.52288583914743,3612.0,8.4,24892.0,2603.0,9.5,62143.0,102.95394300861498
1874,Jackson,Ohio,32440.0,420.3,77.18296454913157,693.0,25004.0,2794.0,10335.0,5764.0,3367.0,12.55166217430368,46.42857142857143,25.89398023360287,15.12578616352201,5095.0,15.9,24650.0,2770.0,10.1,49642.0,82.24320742213386
1875,Jefferson,Ohio,65943.0,408.33,161.4943795459555,665.0,26602.0,3394.0,20386.0,14309.0,8505.0,7.284199682362535,43.7524144739666,30.70996265613598,18.25342318753487,9593.0,15.3,28987.0,1920.0,6.2,68050.0,112.740225314778
1876,Lake,Ohio,229755.0,227.49,1009.9564816035869,912.0,35007.0,11693.0,52584.0,55194.0,48445.0,6.963600848043069,31.31565782891446,32.87000643178732,28.85073489125515,17854.0,7.9,21626.0,2012.0,8.5,47299.0,78.36149768058317
1877,Lawrence,Ohio,59901.0,453.37,132.12387233385536,726.0,24733.0,4554.0,18369.0,11309.0,6975.0,11.0515203727522,44.57737763001432,27.44436624845293,16.92673574878055,11521.0,19.8,84147.0,5934.0,6.6,68982.0,114.28429423459244
1878,Logan,Ohio,45315.0,458.43,98.84824291603952,717.0,30266.0,2294.0,14236.0,9667.0,5718.0,7.187842707190977,44.60598464671784,30.28983236722544,17.91634027886574,4513.0,10.1,136706.0,15095.0,9.9,59954.0,99.3273691186216
1879,Lorain,Ohio,309134.0,491.1,629.4726125025453,786.0,31627.0,19710.0,67562.0,73049.0,56308.0,9.09850481699126,31.1878834320428,33.72078530575315,25.99282644521278,36055.0,11.9,186564.0,21516.0,10.3,51642.0,85.55666003976144
1880,Madison,Ohio,44248.0,465.88,94.97724735983515,856.0,29885.0,3686.0,12839.0,8799.0,6326.0,11.64612954186414,40.56556082148499,27.80094786729858,19.98736176935229,3795.0,9.5,89923.0,10229.0,10.2,48937.0,81.07521537442015
1881,Marion,Ohio,65179.0,403.76,161.43005745987716,736.0,25899.0,4656.0,20500.0,15030.0,6083.0,10.06289308176101,44.30612289005597,32.48395253841665,13.14703148976637,8471.0,14.3,87686.0,7303.0,7.7,79504.0,131.71636845593108
1882,Medina,Ohio,179116.0,421.36,425.09018416555915,903.0,38446.0,6291.0,38679.0,37889.0,44654.0,4.933614611843498,30.33337777324665,29.71383309937026,35.01917451553959,10598.0,5.9,8095.0,873.0,9.7,44622.0,73.92644135188867
1883,Mercer,Ohio,41034.0,462.45,88.731754784301,676.0,30975.0,1969.0,12167.0,7973.0,5666.0,7.089108910891088,43.80558055805581,28.70567056705671,20.3996399639964,2240.0,5.5,50121.0,3773.0,7.0,63699.0,105.53180914512924
1884,Miami,Ohio,106074.0,406.58,260.8933051306016,783.0,31170.0,5114.0,28342.0,23331.0,18235.0,6.816667110980779,37.7782517128309,31.09887766255232,24.306203513636,8534.0,8.0,5051.0,605.0,10.7,48944.0,81.08681245858185
1885,Montgomery,Ohio,531988.0,461.55,1152.6118513703823,809.0,31146.0,32966.0,102217.0,124990.0,107302.0,8.970950404789441,27.81604190761276,34.01319817674672,29.19980951085108,75773.0,14.7,6065.0,617.0,9.2,45698.0,75.7090788601723
1886,Morgan,Ohio,14557.0,416.42,34.95749483694347,604.0,23053.0,1538.0,4532.0,2883.0,1092.0,15.31110004977601,45.11697361871578,28.70084619213539,10.87108013937282,2104.0,15.0,15504.0,1202.0,7.2,68159.0,112.9208084824387
1887,Muskingum,Ohio,86033.0,664.58,129.4546931896837,702.0,26376.0,6015.0,25262.0,17047.0,10782.0,10.17663181402903,42.74016174330863,28.84140358000879,18.24180286265354,12643.0,15.0,4186.0,450.0,9.7,52583.0,87.1156394963552
1888,Siskiyou,California,43516.0,6277.89,6.931628301865754,878.0,29381.0,3250.0,8724.0,13316.0,6933.0,10.08596344226174,27.07382925239736,41.32451975297148,21.51568755236942,6086.0,14.3,15228.0,1710.0,10.1,49441.0,59.56675220780473
1889,Stanislaus,California,546235.0,1494.83,365.41613427613845,1210.0,27225.0,69960.0,104577.0,111856.0,62589.0,20.04687920866979,29.96630198692196,32.05208291545122,17.93473588895703,70568.0,13.0,214903.0,26753.0,11.1,64501.0,77.71111191431429
1890,Trinity,California,12541.0,3179.25,3.944641031689864,813.0,26228.0,764.0,4800.0,4605.0,2324.0,6.115424637797166,38.42151604898743,36.86064195949732,18.60241735371808,2162.0,18.0,4157.0,375.0,8.3,45113.0,54.352357200515655
1891,Ventura,California,845599.0,1843.13,458.78424202308025,1854.0,39403.0,82625.0,113615.0,182934.0,195611.0,14.37494019502945,19.76652139495637,31.82650904251155,34.03202936750263,75060.0,9.1,373303.0,36105.0,8.8,90961.0,109.5902459006518
1892,Arkansas,Arkansas,17761.0,988.77,17.962721360882714,645.0,26969.0,1596.0,5020.0,3385.0,1987.0,13.31331331331331,41.87520854187521,28.23656990323657,16.57490824157491,2940.0,17.2,9058.0,378.0,4.0,51186.0,100.07820748445626
1893,Benton,Arkansas,273510.0,847.36,322.7789841389728,945.0,36597.0,18811.0,53695.0,47163.0,63211.0,10.28597987751531,29.36078302712161,25.78904199475065,34.56419510061242,25970.0,9.1,135182.0,6333.0,4.5,78678.0,153.83021155124544
1894,Bradley,Arkansas,10805.0,649.23,16.64279223079648,565.0,22912.0,1151.0,3111.0,2081.0,908.0,15.87367259688319,42.90442697558957,28.69948972555509,12.52241070197214,2156.0,20.6,4110.0,258.0,5.9,41578.0,81.29276971806202
1895,Chicot,Arkansas,10433.0,644.3,16.192767344404782,568.0,21418.0,1537.0,2725.0,1802.0,1050.0,21.60528535282542,38.30475119482711,25.33033455158842,14.75962890075907,2467.0,26.8,2876.0,337.0,10.5,35992.0,70.37109451374496
1896,Cleburne,Arkansas,25063.0,553.69,45.265401217287646,709.0,27490.0,2176.0,7850.0,5344.0,3144.0,11.75326779734255,42.40034568434698,28.86464297288538,16.98174354542509,3563.0,14.5,8489.0,701.0,7.6,49964.0,97.68896883431744
1897,Conway,Arkansas,20895.0,552.25,37.83612494341331,614.0,26539.0,1706.0,5896.0,4093.0,2686.0,11.86287462624296,40.99853973993464,28.46116403588067,18.67742159794173,3273.0,15.8,7903.0,510.0,6.1,47049.0,91.98959840456732
1898,Crawford,Arkansas,63118.0,593.09,106.42229678463639,700.0,25460.0,6161.0,13947.0,12959.0,7792.0,15.07868523458724,34.13446241954037,31.71639051371791,19.07046183215449,9012.0,14.4,25062.0,1448.0,5.5,54534.0,106.62417393344543
1899,Dallas,Arkansas,7114.0,667.39,10.659434513552796,689.0,21229.0,571.0,2108.0,1445.0,536.0,12.25321888412017,45.23605150214593,31.00858369098712,11.50214592274678,1244.0,19.5,2669.0,152.0,5.4,34649.0,67.74527822312595
1900,Faulkner,Arkansas,124800.0,647.88,192.62826449342472,819.0,27414.0,5268.0,23020.0,23023.0,25155.0,6.889336437109303,30.10488321606989,30.1088065283917,32.8969738184291,14653.0,12.0,58616.0,3390.0,5.5,57367.0,112.1632190200602
1901,Garland,Arkansas,99043.0,677.78,146.12853728348432,791.0,27274.0,6955.0,23014.0,25131.0,17178.0,9.622568416392262,31.84094745289023,34.76991615706024,23.76656797365727,15359.0,15.7,38009.0,3311.0,8.0,46459.0,90.83603800883743
1902,Greene,Arkansas,45197.0,577.7,78.23610870694131,725.0,23978.0,3485.0,13628.0,8618.0,5004.0,11.3388644867415,44.34032861558484,28.03969415975273,16.28111273792094,7696.0,17.1,18430.0,1171.0,6.0,53821.0,105.23012552301256
1903,Howard,Arkansas,13267.0,588.55,22.54184011553819,649.0,23297.0,1028.0,3596.0,2753.0,1227.0,11.94793119479312,41.79451417945142,31.99674569967457,14.26080892608089,2150.0,16.7,5273.0,280.0,5.0,40566.0,79.31412036131857
1904,Jackson,Arkansas,16908.0,633.94,26.671293813294632,552.0,19901.0,1980.0,5169.0,3319.0,1519.0,16.51789438558438,43.12171519145741,27.68832902310837,12.67206139984984,3344.0,23.1,5428.0,424.0,7.2,40789.0,79.75012708716224
1905,Lafayette,Arkansas,6728.0,528.27,12.735911560376323,513.0,22204.0,864.0,2095.0,1117.0,490.0,18.92247043363995,45.8826106000876,24.46342531756461,10.73149364870784,1289.0,19.8,2233.0,186.0,7.7,40007.0,78.22117076604232
1906,Lee,Arkansas,8963.0,602.62,14.873386213534234,522.0,20103.0,1141.0,2847.0,1650.0,610.0,18.2618437900128,45.56658130601793,26.40845070422535,9.76312419974392,2527.0,36.8,2536.0,211.0,7.7,32502.0,63.54749149493607
1907,Logan,Arkansas,21619.0,708.13,30.52970499766992,589.0,22632.0,1853.0,6704.0,4635.0,1908.0,12.27152317880795,44.39735099337748,30.69536423841059,12.63576158940397,3308.0,15.8,8085.0,579.0,6.7,43577.0,85.20118875376373
1908,Marion,Arkansas,16586.0,597.01,27.781779199678397,652.0,22113.0,1770.0,4682.0,4416.0,1933.0,13.82704476212796,36.57526755722209,34.49730489805484,15.10038278259511,3165.0,19.1,5860.0,405.0,6.5,39888.0,77.98850349978494
1909,Mississippi,Arkansas,41396.0,900.57,45.96644347468825,655.0,24825.0,4654.0,11058.0,7244.0,3813.0,17.38578206133961,41.30897680152415,27.06115282603011,14.24408831110613,8235.0,21.0,15704.0,1565.0,9.1,47892.0,93.63782113948304
1910,Woodruff,Arkansas,6477.0,586.79,11.038020416162512,522.0,25677.0,785.0,1929.0,1037.0,720.0,17.55759337955715,43.14471035562514,23.19391634980989,16.10377991500783,1386.0,22.6,2661.0,165.0,5.8,37634.0,73.58151175067455
1911,Fairfield,Connecticut,944306.0,624.89,1511.1555633791547,1511.0,58851.0,64225.0,136454.0,131954.0,322329.0,9.805912404078404,20.83388043886515,20.14681767797216,49.21338947908428,81309.0,8.8,436155.0,37053.0,7.8,98828.0,123.96422613298546
1912,Middlesex,Connecticut,162742.0,369.3,440.67695640400757,1174.0,46846.0,6084.0,30523.0,31813.0,52937.0,5.013307843799699,25.15141277388202,26.21439224766598,43.62088713465231,12020.0,7.7,87216.0,5993.0,6.4,89970.0,112.85325439333693
1913,Tolland,Connecticut,150947.0,410.21,367.97493966504965,1194.0,41537.0,4959.0,25023.0,24787.0,41014.0,5.177327918315359,26.12467765678669,25.87828737876241,42.81970704613553,9362.0,6.9,80682.0,5223.0,6.1,87247.0,109.43767795993628
1914,Adams,Colorado,509844.0,1167.65,436.6411167730056,1387.0,31310.0,50604.0,94610.0,100759.0,88360.0,15.1358077126697,28.29813389644456,30.13731818276987,26.42874020811586,48180.0,9.4,249734.0,20615.0,7.6,73615.0,94.75723406446298
1915,Arapahoe,Colorado,649980.0,798.1,814.4092219020173,1452.0,42184.0,35396.0,87772.0,124579.0,198573.0,7.930632729879907,19.66571070084245,27.9124843161857,44.49117225309195,45760.0,7.0,333136.0,26841.0,7.5,82381.0,106.04082998661312
1916,Bent,Colorado,5677.0,1512.86,3.7524952738521744,668.0,15738.0,586.0,2203.0,1103.0,645.0,12.91602380427595,48.55631474542649,24.31121886709279,14.21644258320476,1033.0,26.6,1700.0,73.0,4.1,50688.0,65.24559777571825
1917,Chaffee,Colorado,19977.0,1013.4,19.712847838957963,1104.0,31960.0,855.0,3939.0,4473.0,6025.0,5.591158775830499,25.75856657075595,29.25058854302903,39.39968611038451,1844.0,9.6,9062.0,580.0,6.0,64220.0,82.66398929049531
1918,Crowley,Colorado,5733.0,787.42,7.280739630692642,1060.0,16593.0,462.0,2166.0,1193.0,389.0,10.97387173396675,51.44893111638955,28.33729216152019,9.239904988123516,1118.0,37.2,1364.0,76.0,5.3,36836.0,47.41530223457934
1919,Denver,Colorado,715878.0,153.0,4678.941176470588,1397.0,45636.0,51244.0,82175.0,110652.0,270034.0,9.96761361978584,15.98408885344434,21.52322969043289,52.52506783633694,89598.0,12.4,387275.0,32569.0,7.8,75355.0,96.99696220780558
1920,Mineral,Colorado,853.0,875.67,0.9741112519556454,750.0,30908.0,14.0,89.0,190.0,377.0,2.08955223880597,13.28358208955224,28.35820895522388,56.26865671641791,67.0,8.7,438.0,26.0,5.6,58004.0,74.66275357841623
1921,Montrose,Colorado,42280.0,2240.7,18.869103405185882,980.0,30017.0,3402.0,9615.0,9289.0,8027.0,11.21550786272376,31.6981505291267,30.62341344410378,26.46292816404576,4477.0,10.4,20134.0,1357.0,6.3,59764.0,76.92822572340646
1922,Otero,Colorado,18284.0,1261.96,14.488573330374972,687.0,23275.0,1539.0,4040.0,4678.0,2401.0,12.1583188497393,31.91657449834097,36.95686522357403,18.96824142834571,3116.0,17.6,7701.0,478.0,5.8,46235.0,59.51369580887653
1923,Phillips,Colorado,4343.0,687.93,6.313142325527307,750.0,29857.0,377.0,800.0,931.0,742.0,13.2280701754386,28.07017543859649,32.66666666666666,26.03508771929824,440.0,10.2,2396.0,63.0,2.6,57385.0,73.8659767274225
1924,Pueblo,Colorado,167412.0,2386.1,70.16135115879469,853.0,26504.0,10891.0,33834.0,43094.0,27215.0,9.467635655545315,29.41217379209625,37.46196776605177,23.65822278630666,23367.0,14.1,70230.0,5925.0,7.8,50885.0,65.49917619194727
1925,Routt,Colorado,25317.0,2362.03,10.71832279860967,1365.0,44727.0,622.0,3035.0,5540.0,9498.0,3.327092805562985,16.23428724257823,29.63359186948382,50.80502808237497,1595.0,6.3,14729.0,1194.0,7.5,82330.0,105.9751827824117
1926,Summit,Colorado,30735.0,608.36,50.52107304885265,1449.0,44973.0,1320.0,4207.0,5888.0,12777.0,5.456349206349207,17.3900462962963,24.33862433862434,52.81498015873017,1866.0,6.1,19912.0,2050.0,9.3,91079.0,117.23689630316136
1927,Weld,Colorado,315389.0,3987.24,79.09957765271216,1143.0,32399.0,24878.0,53024.0,69389.0,61569.0,11.91132816240544,25.3873408024514,33.22273293115005,29.4785981039931,29123.0,8.9,153943.0,10897.0,6.6,77937.0,100.32051282051282
1928,Kent,Delaware,179124.0,586.18,305.57849124842204,1110.0,28911.0,13512.0,39620.0,36668.0,31039.0,11.18182043876563,32.78742789993297,30.34450798169465,25.68624367960675,23168.0,13.0,73170.0,6656.0,8.3,61538.0,86.2662087334408
1929,Beaverhead,Montana,9454.0,5541.62,1.7059993287161517,703.0,28798.0,348.0,1787.0,2123.0,2110.0,5.464824120603015,28.06218592964824,33.33856783919598,33.13442211055276,1200.0,13.3,4519.0,349.0,7.2,42823.0,74.17807032738611
1930,Broadwater,Montana,6080.0,1192.54,5.09836148053734,697.0,31573.0,336.0,1257.0,2030.0,1115.0,7.091599831152386,26.53018151118616,42.84508231321232,23.53313634444913,579.0,9.1,5310.0,328.0,5.8,62465.0,108.20197470985622
1931,Cascade,Montana,81576.0,2698.16,30.233937201648533,778.0,30572.0,4058.0,18023.0,19560.0,15973.0,7.043426944839797,31.28232721213594,33.95008157739438,27.72416426562988,10727.0,13.5,2379.0,94.0,3.8,50607.0,87.66152780183614
1932,Custer,Montana,11563.0,3783.36,3.0562780174236654,881.0,31267.0,507.0,2544.0,3113.0,2393.0,5.924973705737992,29.73004557672082,36.37957228000467,27.96540843753652,1248.0,11.5,866.0,25.0,2.8,50312.0,87.15052832149662
1933,Kewaunee,Wisconsin,20398.0,342.52,59.552726848067266,719.0,31723.0,888.0,5753.0,5173.0,2814.0,6.070549630844955,39.32868471424665,35.36368608148756,19.23707957342084,1355.0,6.7,62474.0,3586.0,5.4,63298.0,97.53008428221445
1934,Langlade,Wisconsin,19167.0,870.64,22.01483965818249,642.0,28948.0,1417.0,5855.0,4711.0,2276.0,9.937583280734971,41.06178553895785,33.0387825233186,15.96184865698857,2012.0,10.7,13990.0,885.0,5.9,61066.0,94.09100013867274
1935,Marathon,Wisconsin,135485.0,1544.98,87.69369182772593,786.0,33608.0,6835.0,31571.0,31708.0,25470.0,7.150778372949447,33.02958654168062,33.17291596919987,26.64671911617007,8986.0,6.7,18215.0,1547.0,7.8,56236.0,86.64889601084728
1936,Menominee,Wisconsin,4566.0,357.61,12.768099326081485,555.0,20570.0,127.0,997.0,860.0,446.0,5.226337448559671,41.02880658436214,35.39094650205762,18.35390946502057,1012.0,22.6,429967.0,38943.0,8.3,52281.0,80.55499915255542
1937,Oneida,Wisconsin,35480.0,1112.97,31.87866699012552,789.0,35811.0,1529.0,9079.0,10378.0,7682.0,5.333472861727361,31.66945723454723,36.20064183061253,26.79642807311288,2749.0,7.8,98393.0,5759.0,5.5,70727.0,108.9767492026317
1938,Pepin,Wisconsin,7261.0,231.98,31.300112078627468,632.0,32275.0,404.0,1928.0,1759.0,1198.0,7.638494989601059,36.45301569294762,33.25770467006996,22.65078464738136,654.0,9.1,23256.0,1754.0,7.0,80523.0,124.07050738817584
1939,Portage,Wisconsin,70822.0,800.68,88.45231553179798,782.0,32268.0,2377.0,14425.0,13526.0,15234.0,5.217066853957245,31.66015539265177,29.68701988499188,33.4357578683991,5633.0,8.3,5860.0,429.0,6.8,47172.0,72.68300950678727
1940,Richland,Wisconsin,17408.0,586.15,29.698882538599335,688.0,28103.0,1083.0,5011.0,3718.0,2468.0,8.819218241042345,40.80618892508143,30.27687296416938,20.09771986970684,2282.0,13.4,79829.0,6135.0,7.1,66138.0,101.9059798770435
1941,Natrona,Wyoming,80067.0,5340.35,14.992837548100779,846.0,34779.0,3255.0,15392.0,21973.0,13492.0,6.01530159668835,28.44470727380248,40.60651981076286,24.9334713187463,7420.0,9.4,1188.0,45.0,3.6,52837.0,78.52832768563106
1942,Platte,Wyoming,8572.0,2084.21,4.112829321421546,784.0,36793.0,547.0,2426.0,2152.0,1476.0,8.286623238903196,36.75200727162551,32.60112104226632,22.36024844720497,835.0,9.9,15210.0,792.0,4.9,59947.0,89.09547589322871
1943,Sweetwater,Wyoming,43352.0,10426.65,4.157807157620137,852.0,34282.0,2029.0,9069.0,11324.0,5394.0,7.294362956571756,32.60353753235548,40.7103825136612,19.39171699741156,3187.0,7.6,14251.0,887.0,5.9,92488.0,137.45912847036442
1944,Washakie,Wyoming,7933.0,2238.55,3.543811842487324,624.0,30212.0,320.0,1391.0,2293.0,1419.0,5.900792919048497,25.65000921998893,42.28286926055689,26.16632860040568,739.0,9.7,3645.0,144.0,3.8,58901.0,87.54087152963558
1945,Andrews,Texas,18227.0,1500.71,12.145584423372936,1095.0,32217.0,2631.0,3441.0,2851.0,2069.0,23.93558951965066,31.30458515283843,25.93704512372635,18.82278020378457,1722.0,9.2,32500.0,2685.0,7.6,49943.0,75.61621850775194
1946,Archer,Texas,8754.0,903.11,9.693171374472655,659.0,34557.0,563.0,2295.0,1815.0,1353.0,9.342847660139396,38.08496515101228,30.11948224361102,22.45270494523731,596.0,6.9,853.0,38.0,4.3,62256.0,94.25872093023256
1947,Austin,Texas,29892.0,646.51,46.23594375957062,822.0,31592.0,2634.0,6949.0,6096.0,4921.0,12.78640776699029,33.73300970873787,29.59223300970874,23.88834951456311,3378.0,11.4,2256.0,113.0,4.8,48259.0,73.06655765503875
1948,Bastrop,Texas,86839.0,888.15,97.7751505939312,1095.0,28473.0,9731.0,19484.0,18605.0,14394.0,15.64117401228019,31.31770984022889,29.90484456874659,23.13627157874433,9596.0,10.8,1696.0,60.0,3.4,44392.0,67.21172480620154
1949,Bell,Texas,355700.0,1051.02,338.43314113908394,946.0,27171.0,19774.0,57657.0,85800.0,59008.0,8.897628229068705,25.94369125131053,38.60708516507004,26.55159535455073,52839.0,14.7,856813.0,70744.0,7.6,60477.0,91.56522529069768
1950,Borden,Texas,653.0,897.44,0.7276252451417364,525.0,33412.0,28.0,89.0,105.0,136.0,7.82122905027933,24.86033519553072,29.32960893854749,37.98882681564245,53.0,7.5,7738.0,447.0,5.5,58056.0,87.89970930232558
1951,Bowie,Texas,93622.0,885.01,105.7863752951944,776.0,27572.0,6453.0,21271.0,20811.0,14441.0,10.24676067073171,33.77635924796748,33.04592225609756,22.93095782520325,15191.0,17.4,162103.0,15209.0,8.6,83576.0,126.53827519379846
